用户名,评论时间,IP属地,评论分数,有用数量,短评内容
你得不到的渣男,2023-01-12 08:44:25,辽宁,4星,149,虽然电影好看 但是全是站在男人的角度 作为女性观众还是会别扭
橘猫爱吃鱼,2018-02-04 11:24:03,,4星,137,剧情不复杂，却在不经意间给人以深刻，马龙.白兰度的演绎无可挑剔。
deepwhite2333,2008-12-08 20:51:18,,5星,1528,这男人。。。牛逼又孤独吧。。
bayer04,2010-07-22 16:00:54,,5星,1200,当全世界都告诉你某片特好，不去看是：不对的
影志,2005-11-09 04:59:30,,3星,1102,无感。
旅途人生,2017-02-27 21:26:41,,1星,353,无聊有雍长的电影!作为电影实在是不敢恭维!虽然可能阅历不足!但是一部真正经典的电影是不同的人看有不同的感受!阅历多了的观后感到底是脑补出来的还是电影本身的意思?都说教父是男人的圣经!也没见圣经拍成电影啊！没有视觉冲击力的故事真的不适合拍成电影!
欢乐分裂,2014-06-17 08:10:31,,5星,724,#SIFF2014#三小时内群像毕现，人物笔墨浓淡均匀，无闲笔；很多场面的调度堪称伟大，环境、声音、布光、道具浑然一体，如医院换房间那段，剪辑得太好，百忙之中不忘特写教父眼角泪珠，动静相宜；如洗礼与杀戮并行那段剪辑，可谓惊心动魄，在喜悦和冷血交错中教父二代逐渐升华定格。
拉文克劳扫地僧,2021-03-14 20:33:58,,3星,353,知道并理解这部片为何会让很多人觉得好。只是时代局限性让我不想打高分。里面的话和道理，我不爱听。凯才是我片中最喜欢的女性，弹幕都在说那个西西里女孩才是最适合当教父妻子的人，我倒反过来觉得这个教父配不上凯这样的女生。为什么打三星，不是因为影片质量不好，而是今日的时代不需要也不应该再去夸里面传达的价值观了，三星是为了表态。男人女人都应该成为有责任心、强大的人，伴侣也应该互相沟通理解交流，而不是门一关隔绝双方的精神世界，“你只需要管好你的小家”。
闻人林,2016-11-10 07:19:43,,5星,1079,年纪越大，这个片打分越高
朝暮雪,2013-11-04 22:54:04,,5星,573,黑帮片的里程碑，也是黑帮片的天花板。
creasy,2010-10-23 05:58:34,,1星,120,知道这片为什么分高吗？就算不喜欢的也被吓的只敢打三星。2和3是坚决不会去看了，对这个题裁毫无兴趣
修齐,2014-08-24 20:31:42,,5星,349,麦克在西西里结婚一事，我不太能原谅。如果他爱凯，怎么能另娶？还有最后为桑尼复仇，杀了其他黑帮老大，其他老大没有儿子没有兄弟来复仇的吗？注定冤冤相报，因果循环。还是不看2、3了吧。
阿朽,2010-01-28 19:13:18,,3星,227,OK 很man不是我的菜/2023.6.11五角场万达杜比重温，ok很浅，不是我的菜。
Q,2012-09-04 03:35:35,,5星,365,不做愧疚内心的事，内敛，沉稳，勇敢，爱家庭，不自私，为爱的人挺身而出，虽然是男人必看的片子，但是作为女人还是学到不少。戴安基顿年轻时候太美了！最后一个小时精彩得我都没眨眼睛！
巴喆,2011-12-30 23:04:36,,5星,288,3个多小时，从头到尾，没半点沉闷，到最后也是意犹未尽。权利争斗，心狠手辣，阴谋阳谋，博弈算计，人性阴暗，像病毒一样深入到骨子里的人性挖掘。几乎所有权利斗争的始祖，完全彻底的影响整个价值观，不仅仅是电影。马龙白兰度的演技，令教父不朽。面瘫却又如此摄人威严，这正是他的个人魅力！9.6
隆咚锵,2010-04-06 10:48:56,,5星,413,这是唯一一部值得5星的
多吃一点,2023-02-02 18:03:21,湖北,4星,73,从开头的Mike到结尾的Don Corleone，经历的不仅是时间，还有那扇缓缓关上的门。之所以打四星是因为实在是太不女性友好了，无数次感到无语OMG
冰红深蓝,2014-02-03 00:34:02,,5星,128,imdb排名第二的电影，据说是“男人圣经”。全片对光线的运用堪称一绝，剧情精彩，配乐独到，精妙台词数不胜数，两位主演马龙.白兰度和阿尔.帕西诺演技更是无可挑剔。不过由于自己阅历尚浅，很多内涵仍然有待发掘~ （9.0/10） | 20230610 天山电影院重温4K修复版，的确比10年前更有收获。关于美国梦腥红与暗黑的底色，无尽的卑鄙叛卖与报复仇杀映衬出的是关于老一代处事方式的渐次失效落伍，新一代的自私残酷与暴利（力）——甚至有几分现代人（的强横主体性）vs.古典人（的中道原则）之缩影。[教父2]的关键情节转向其实已在本片片末暗示出来。片头的铺陈绝妙难以尽述。教堂洗礼&宣誓不作恶与剪除所有敌人的场景交叉剪辑，极具反讽意味。声音运用无与伦比（尤其是酒馆刺杀那段）。 I'm gonna make him an offer he can't refuse！
眠去,2007-02-13 13:06:19,,5星,363,看多少遍都不厌
王柯基,2024-01-27 16:16:04,黑龙江,1星,85,感觉这种电影的受众群体：男销售，微信头像是自己黑西装或者周星驰的孙悟空，朋友圈签名是温柔只给意中人，动不动发个带烟的emo朋友圈，最爱看成功学或者心理学，结果一看工资才3000元。
c,2008-05-05 00:37:23,,5星,266,之所以为经典，是因为在看了如此多模仿它的电影后，还是觉得它的出众。
掉线,2012-12-07 13:08:40,,4星,80,是好片，只是我对黑帮电影真心不感冒。帕西诺演技好，另外我实在无法停止去注意马龙白兰度的嘴巴 （我一直以为是肖恩康纳利演的，囧）
Cathay,2021-12-26 18:27:48,,3星,246,所谓史诗般的黑帮片我觉得有些许无聊，还有，多少有点厌女
爱玛·包法利,2022-10-21 01:58:59,山东,3星,220,感谢时代进步逐步瓦解了这种虚伪可怜、装腔作势的男性气质。
刘宜可Yico,2022-05-14 17:16:55,,3星,135,所谓男人圣经看了 绝大多数男人既不面对这样波澜壮阔的人生 也没有这种运筹帷幄的能力 还缺乏善待女人的品质 多数只是一事无成家暴老婆的卡洛（甚至还不如这个）但他们都觉得自己是教父 they won't admit it
密密麻麻麻麻密,2022-05-09 19:51:51,,3星,178,写作教父，读作厌女，拍给广大男权主义yy的
伊卡洛斯,2009-12-24 15:08:05,,5星,245,千万不要恨你的敌人，这会影响你的判断力。
陀螺凡达可,2013-09-30 21:56:34,,5星,204,大银幕重看，震撼翻倍。
川岛由纪夫,2021-06-29 03:57:08,,3星,137,直男YY片之经典巨作
Riobluemoon,2011-11-27 21:18:16,,5星,155,其实从故事比重来看，阿尔·帕西诺才应该是第一主角，但为什么更多人记住的反倒是马龙·白兰度呢？没办法，老教父的气场太强大了，无论是最初教父的威严，还是后来丧子的悲痛，以及最后的去世，都让人难以忘怀。相比年轻，阴沉，冷酷的麦克，还是这位优雅，讲义气，重情义的老人更让人心服啊。
米粒,2009-12-31 15:02:47,,5星,178,结局太震撼！马龙白兰度，阿尔帕西诺，无一不是光芒四射啊。。。
大志的小耳朵,2016-12-27 16:25:43,,5星,162,只能给100分了，真的很棒，一个家族的奋斗史。目前只看了第一部，虽然是黑手党，但是老教父做事非常有原则，他的内在和他的外表一样实质都是善良柔软的。第二代教父麦克，个子小了点，但真的非常帅啊，有点梁朝伟的感觉，为了家族利益拼尽全力，沉稳机智有魄力。
徐若风,2014-06-29 14:03:57,,5星,73,重温了一遍，拍出了一个时代的魅影。人物关系调度极其精彩，开头婚礼、众家族开会、洗礼杀戮三段落尤为华彩。与其说是“男性教科书”，不妨说是别成为片中的这些男人——看看他们身边的妻儿姊妹吧。所谓“成为男人”的标准，达到了又怎么样呢？
壳子,2016-12-30 14:33:33,,5星,94,马龙白兰度是为戏剧而生的 这是我看完影片最直观的感受 教父目前为止仅看了这一部 一个伟大的人物必定是有情有义有责任感的 也许在这个年龄层次我还体会不到更深的东西 只是单纯地觉得这样的人才有魅力
小宝,2023-03-06 00:03:37,上海,5星,39,抽出了一天的时间，打算一口气看完《教父》三部曲，是我自不量力了，看完第二部就已经花光了我所有的力气。史诗般的黑手党故事，从序幕流动的盛宴拉开，所有人物聚集在一个巨大的空间之中，人物依次登场，所有的人物关系、历史浮现、欢聚畅饮、创伤悲痛，在这场盛大的婚礼之中被细腻地铺陈开来。最喜欢的还是迈克成为教父，在教堂为婴儿受洗与平行时空的复仇交织镜头，平行蒙太奇剪辑的标准范本，每一次郑重的承诺都对应一次不同方式的杀戮，无论是画面、节奏、音乐、氛围都咬合得太完美了，教堂的神圣与血腥的杀戮交替，复仇的完成也意味着新老教父的交替正式完成。整个电影叙事很有19世纪经典小说的韵味，经典三个大段落，婚礼序幕-黑帮势力交战-复仇完成新老交替。完整、细腻又荡气回肠。
火娃,2020-02-21 16:01:15,,5星,48,9/10。重温。流畅优雅的影调、厚重伤感的氛围，视听语言如芭蕾般轻盈。教父书房中阴影的背面通透光亮，情绪神圣而阴郁，外面光鲜的婚礼上宾客唱歌助兴、手下反复地背诵说辞、礼金装满袋子、桑尼带人扔砸探员的相机，暗示家族的幸福处在教父的庇荫下，教父待客遵从朋友的义务。养子汤姆到好莱坞商谈演员一事，饮宴中默不作声的汤姆对比财大气粗的主人，突出黑帮料理事务的冷静狠毒。暗杀戏平静、紧张又突然，处死叛徒时芦苇丛的汽车和景深的自由女神，教父买桔子时两名刺客的张望和快速移动的腿，麦克护父时医院走廊传来的神秘脚步，麦克餐馆拔枪时列车刹住的巨响；桑尼得知妹妹被家暴，驾车冲出别墅在加油站被打成蜂窝，电话里哀嚎和婴啼的声音转化、尸体被连打数枪和踢重头部的残暴镜头，刻画出家族的悲剧宿命，结尾书房的门再度关上，又一个轮回。
Shany,2012-10-03 04:07:01,,2星,216,实在是不懂，也不想去懂，为什么人们会痴迷于这种类型的电影。每一个暴力的镜头都让我难受，我不愿意再去回想这其中的任何一个情节。我甚至觉得，把这样的电影奉为经典，即使它技巧高超，难道不是在暗中唆使更多的人去崇尚暴力吗？damn masculinity. it equals violence in some ways.
赫舍里清如,2017-02-21 23:47:54,,3星,115,一直被推荐，可到自己真的看时并没有他们说的那么好，可能是我愚钝领悟不到他的高深
罗老板,2012-09-03 02:05:06,,2星,175,没错，虽然IMDb和豆瓣都膜拜成了神，但我个人的感觉就是只能给两颗星，又臭又长，毫无吸引力，也没讲出什么深刻的道理。装逼跟风者到哪都是一大堆，豆瓣也不例外。当然，也有可能他们层次都比较高，看出了源源不断的精髓。
寒枝雀静,2017-05-02 00:50:07,,5星,58,作为20世纪资本主义世界新旧交替的隐喻太妥帖太迷人。完全臣服于马龙白兰度，但是对帕西诺的演技不大有感觉。登峰造极的光色，史诗般的配乐，几个经典段落无懈可击的剪辑。浑然天成的影像元素还是掩盖了对所谓“男人圣经”的三观不适感。不过坦诚地说，没能达到改写私影史的地步。
parachute,2021-10-14 00:59:29,,5星,69,对我来说，名留影史的片子，必定有个无法看进去的开头，渐入佳境的变化，和最后总有几分钟让我内心久久不能平静。结局后再回望开头的婚礼，沉甸甸。Do You Renounce Satan?
圆首的秘书,2016-12-12 17:02:25,,5星,48,克制，用心，男人，悲伤。柯里昂对人心的洞察永远不过时，但他对待世界的方式早已为世界所不容了。1946年的美国百废待兴，无政府状态初现，利益纠葛盘根错节，教父不像是黑帮片，更像是提出了一个社会学命题。科波拉创造的这个世界，太真实了。
LOOK,2022-07-17 20:59:16,,5星,21,真正拍出莎剧精髓的一部电影。权力，复仇，弑杀，救赎，光明与黑暗，正义与邪恶，封建宫廷斗争与现代资本主义，惊心动魄的对撞过程中依赖的是第一流的戏剧张力设计技巧。形式层面最心悦诚服的是充满了舞台化的调度技巧却没有舞台腔。古典意义上的完美。也得感谢“芬级”制度，没有这个制度的出台，即便把那些R级标准的场景全部删除，在制片法典时代，也绝对不可能完成这样一部黑帮片。
805,2024-02-07 22:51:56,山东,5星,37,教堂里新生儿接受着洗礼，年轻的雄狮在一声声谎言下踩着鲜血起身，他蛰伏已久的骨骼和肌肉得以伸展，他的仇恨得以燃烧，他的野心极富冷静，他站在父亲曾经的位置接受着吻手礼，颔首接受那华贵沉重的王冠——Godfather.
汪金卫,2011-02-11 23:30:28,,5星,29,原谅我这么晚才看这部伟大的电影，因为我一直想找一个时间细细品味这部黑帮史诗。传说中的IMDB最佳电影。马龙·白兰度年轻时虽是个浪荡公子，但他演技的确非凡。没能参演教父2，真是遗憾。我会把其余两部都看完//20150322资料馆4K大银幕。3小时丝毫不觉拖沓。太爽了。彻底领略了电影的伟大。
菲利普,2012-01-19 14:00:02,,3星,101,很好嘛？！我觉得一般般，意思不大。
弗朗柿,2022-07-12 17:39:48,,3星,85,又一部你们欣赏而我感觉也就那么回事的片子。
晚不安,2018-08-23 01:39:58,,5星,25,重温“男人的《圣经》”，教科书级的光影、调度和蒙太奇。小时候看得到悲情，但看不懂权谋，更难体会教父辨人处事的智慧。两场婚礼，一场洗礼，在宏大的黑帮史诗架构之下，我目睹了信念的崩塌与男人的选择。管理一个家族乃至帝国，所要承受的东西超乎常人的想象。在马龙·白兰度的伟大表演面前，阿尔·帕西诺的光芒被遮盖了。
林西拿,2018-09-04 22:49:08,,5星,30,可能是第五遍，有點被嚇到。講的是「失落的秩序如何重建」，又暗藏感嘆，即使重建了時代也已不同。科波拉會不會是這個星球上最會拍電影的人？兩個鏡頭，一，麥寇在西西里，第一次跟那當地女孩約會，鏡頭對背影，他們留有距離地散步，女孩沒站穩，麥寇伸手去扶，然後繼續往前走，我們看到後面一群人跟上來。二、午後，教父和孫子玩，教父死掉，風吹起遮陽布，小孩跑掉。這兩個鏡頭，難道不是十五年後侯孝賢的招牌？我只能說他真的內功太深，先不論劇作，長短鏡頭都可信手拈來，實在是大師
censored dump,2020-03-08 00:13:26,,4星,29,族内传承的双男主立得漂亮，白龙度用艺术家的腔调演一个外交官，帕西诺用职业经理人的腔调演一个君王，与其说为时代家族立传，不如说为权力意志正名（权力就像酒，越喜欢越喝）。凡人以伟大的自负，背离成为人的路，教堂洗礼的平行剪辑成为影史时刻，洗罪而成子，降罪而成父。本片在摄影风格上应该借鉴了黑色电影，室内低调室外过曝的反差，从视觉上呼应善恶、生死决绝的对立，近景特写给出表演极大的空间，而用飘动的白布、病榻-西西里蒙太奇转场、阴影中浮现的人脸营造出充满宿命感的时移，但斗胆批评，这个故事的视角是单一的，人物在对外掩饰时，也在对我们遮蔽内心、表演这个位置的外在形象。全片没有女性的位置，甚至流露出一种厌女的气息，这种黑帮“传统”的局限，somehow被耀眼的表演和剪辑掩盖了。从这点说，《美国往事》更有创造性。
没名字,2023-07-03 20:56:28,陕西,4星,29,不到4星。感觉没有网上说的那么好看。家族分工、发展、传承。一代教父铺路让小儿子从政，无奈另外两个儿子和唯一的女儿不给力。最后小儿子无奈成为二代教父。不知道为什么养子和小儿子都成长的不错。其他三位会有很明显的短板。家族需要忠诚的族人。但是却把女性隔绝在家族事业之外。部分家族事务，女性没有表决权、参与权、知情权。
梦里诗书,2015-05-13 21:55:52,,5星,45,长达近3小时看似平缓的节奏实则蕴含着无时不刻的博弈，《教父》舒缓的音乐却透漏着黑帮宿命的悲愁，在此之间马龙·白兰度饰演的教父维托·唐·科莱昂那股犹如绅士却又不怒而威的气场，将一名意大利黑手党大佬淋漓尽致的呈于影像，一个残酷的黑帮一切却又是那般迷人。
LORENZO 洛伦佐,2011-01-16 07:07:25,,5星,49,事关从一个男孩成长为一个男人的经历，事关家族血脉，事关成功精神，事关领导与责任。事关繁华与荣耀，兴衰荣辱。马龙白兰度和阿尔帕西诺领衔主演，十分耐看。
Indecent time,2014-08-13 12:58:09,,5星,32,那些成天从读者里看教父经典语句文摘的人，永远不会懂得教父的精髓，没有一个好的语境，再好的句子也只是句子（内核里最像教父的黑帮电影还是老杜的黑社会啊！）
格一,2023-02-22 21:14:37,浙江,3星,51,很认真地看完了，很认真地不喜欢。解决问题基本靠杀人比狠，所谓的黑帮气质很难区别于装腔作势。女性角色被操纵被蒙骗被排挤，影片本身厌女，它被奉为男人圣经则令人厌男。
沉歌,2011-05-27 16:16:33,,3星,69,觉得很一般，没什么经典的，不过马龙白兰度真的又老又帅又气度！
素年锦时,2017-04-05 14:38:44,,4星,82,黑帮经典之作。但是很多人欣赏不了。。
arlmy,2015-03-15 14:37:01,,未评分,26,3.15 不适合评分的电影。俨然是操纵的教科书和进化史，庆幸没过早看。故事能与美国种族简史呼应，写第一代意裔与第二代的交叠时期的故事。罪恶与金钱在时代里寻租，成为不可见的最高操纵者。
高詩遠,2020-08-19 17:01:35,,5星,5,2020.08.19非常非常男性向的电影，一直围绕的核心就是思考一个男性应该如何运用自己的权力，应该力求息事宁人还是需要以牙还牙，应该该如何爱家庭讲义气重承诺。这片子很帅，很ok，有的长镜头、蒙太奇用得很好，但我没有办法适应这种风格。2021.01.28对着剧本又重看了一次，终于发现了其中的伟大之处，我特喜欢阿尔帕西诺的一段话：“《教父》不仅仅是一个关于黑手党的故事，它关乎美国文化里的冲突，关于一个有权有势的男人如何通过犯罪缔造了一个王朝——但他希望他的儿子成为参议院，成为州长。这个故事的主题是权力的本质，权力如何锻造你，又有谁从权力争夺中幸存下来。在我看来，这是一个悲剧。”
柴斯卡,2015-08-09 22:46:21,,未评分,31,如果不将之当作教父2的铺垫，境界其实很一般啊。科波拉自己不是也不喜欢这个么。胜在有组织性，有型有格。杰克苏范本而已。我并非生来是渣男，环境所迫我不得不成了渣男。再大的领导也管不好自己的亲属。办公室政治斗争时脑海中一定要响起曼陀林。12岁以后就不该太把这当回事儿啦…
匡轶歌,2006-10-19 00:20:33,,5星,30,常看常新的老经典，一次次重温、回味，总为之赞叹，收获不同的感悟。精彩而又微妙的群像演技，让人觉得这是上天恩赐的神作，必定有某种神秘的机缘催化，绝非仅凭着人为的努力便可造就。不提马龙.白兰度和阿尔.帕西诺的信手拈来、浑然天成，罗伯特.杜瓦尔的演技，也是细腻到骨髓里。
单车旅行猫,2023-07-22 22:51:54,江苏,1星,105,男的品味真的烂
Ocap,2014-07-25 11:23:27,,5星,26,https://movie.douban.com/review/6757933/ →17.8.29二刷，导评版。18.7.25三刷，从未像这次感到如此黑暗。讲一支传递于浊的理想主义火炬由清者接手、再到彻底熄灭而不自觉的过程。“凯，那是我的家族，不是我。”这句一出口眼眶就热了——到最后，我不仅不再是“我”，连“我的家族”都不如。三部曲从第一部结尾就已经完整了，后两部并非赘余，但都只是注解。
ggbhu,2023-01-21 15:44:51,浙江,1星,88,世界上少一点男人电影吧
Panda的影音,2011-09-30 23:47:37,,4星,52,为北电校考才坚持看完，那时无感的我还看了2遍。—— 在资料馆大银幕重温完《教父》后，让我开心又“遗憾”的是：以后提到我个人无感的高口碑佳作，我就没《教父》这让我常挂嘴边的代表作当片例了！……能将如此庞杂的人物和情节处理得有条不紊固然出色，但阴暗的黑帮故事还是无法让我大爱。-17.01.02
九尾黑猫,2008-03-19 00:24:16,,5星,42,多年后还记得黑暗中的马龙·白兰度
Isijinn,2022-04-17 22:48:43,,3星,47,看得比较累，主要是因为不太能记住脸。而且，过于父权
吉吉如律令🌈,2018-06-26 21:42:42,,3星,57,满足各年龄段男性中二病。
momo,2022-06-27 12:09:20,,4星,46,电影其实挺好的，但我不喜欢最后关门表达的孤独，不喜欢里面对女性的定位。帕西诺的颜🤩
Mr. Infamous,2022-05-03 13:34:31,,5星,7,十几年前看，打了四星，但摄人的力量很是难忘，于是在时光网，第一个电影账号上，一直用教父漫画头像。今天重温，想过会否有新的判断，然而，单就电影而言，距离完美还是差了一线，但值得加至五星的地方，是那种范式超乎想象的强大影响力与生命力，经典之所以经典，不只是开篇质询、陡然暗杀、床上马头、多方会谈、白子洗黑、洗礼杀戮等等场景，连同所有调度与设计，被不断复刻，而且很重要的一点，是这帮男人挑高了表演的态势、同类电影的门槛，书写了某种很难复制的传奇。黑帮故事当然要势均力敌才好看，但这四个字意味着没有绝对赢家，于是一切浮华更添虚空。而那些被隐瞒，被家暴，被忽视，被当做工具的女性群像，因为模糊、单调甚至愚妄，把势力之上的虚无感绕得很长很长。//0818三刷，#北影节12#20，寰映影城杜比，绝对五星。
我突然,2017-01-11 09:01:51,,5星,38,马龙白兰度演得好的关键在于有气无力
Fire&Fire,2023-05-02 20:57:57,北京,5星,22,教父给我的教诲：1. 不要轻易表露自己的想法；2. 遇见问题不要自怨自艾，用强者思维和行动解决问题。3.面对不利局面，要绝对清醒，无用的情绪波动只会阻碍你进一步行动。4.努力让自己有价值，才能置换到更好的资源！
风间隼,2015-07-05 17:40:37,,5星,32,好像没啥可挑剔的。本科就读的原著，今天才第一次看完。话说意大利黑帮处理矛盾的方式还真是过家家啊。
狗官初音大人,2020-01-19 21:21:21,,5星,32,9.9分，如果一个电影爱好者没看过《教父》，那他就是一个假的电影爱好者。虽然之前我看了一千多部电影，但现在才能算是真正意义上的电影爱好者。剧情平淡如水，想看刺激的人请绕道，《教父》的精华在于柯里昂的处世哲学，在于他的社交经验，这部电影值得人看一百遍来反复回味。这是一部可以学到对人生有裨益品质的电影。/在黑帮世界中，一切还是男人支手遮天，女人处于任人鱼肉的境地。
(๑⁼̴̀д⁼̴́๑),2016-11-24 01:27:43,,4星,44,矛盾激化。圣诞前夕，索洛索劫持了“教 父”的参谋汤姆，并派人暗杀“教父”；因为内奸的出卖，“教父”的大儿子逊尼被仇家杀害；小儿子麦克（阿尔·帕西诺 饰）也被卷了进来，失去爱妻。黑手党家族之间的矛盾越来越白热化。年老的“教父”
crow,2014-04-01 15:34:57,,4星,23,马龙·白兰度的一生相比教父有过之而无不及，表情饱满动作到位，拿捏得恰到好处，成功塑造了一位伟大的父亲和跨时代的教父。阿尔帕西诺饰演的麦克源于自身的底蕴和气场，才得以让养父放心大胆地将事业交到他手中。教堂洗礼一幕，敌对巨头在牧师的问责声中纷纷中枪身亡，麦克面对上帝祷告发誓。经典
昵称被占不开心,2017-02-14 09:01:33,,4星,63,不要让任何人知道你在想什么
月直直,2021-01-18 21:17:25,,2星,106,男人的理想是权力，女人的理想是爱情。“家族”意思是党派，而不是家庭。被“shut up”的女人，和永远在争执吼叫或者点着烟的男人。用三个小时讲了许多我并不关心的man stuff，而我对此并不关心。
Vogel im Kafig,2020-06-22 18:08:42,,2星,64,哈哈，还男人圣经，什么脑瘫爹文化，笑死了。就那种，青春期少女热爱玛丽苏文学霸总读物。两⭐️给马龙白兰度😌
硬搞,2013-07-26 19:31:05,,2星,50,凭良心讲，不算沉闷但确实冗长，不必要的分支几乎盖过主线，从而给人一种没有主体的错觉。黑帮题材早已不同往日，当年怎样不得而知，但现今看确实比较平庸，所以有人不喜欢很正常。曾对友人说过，一部电影，你觉得好就是好，觉得烂就是烂，没必要因为大众的吹捧或践踏而怀疑自己。这句话同样送给自己。
一路向前走,2019-12-21 05:29:35,,2星,31,看了大概七八次，才看完，中间好多次都睡着了。这么多人都在说有多好看，可是自己看完之后才发现，根本不是那样的。1、太多冗长的不相关镜头，把叙事节奏变的非常拖沓。2、人物服装的外形太过相似，电影又太长。以至于看到后边，前边的人物都快要忘记了，还要倒回去重新看。3、主角的戏份被大量次要角色和配角切割的体无完肤，以至于给人一种混乱和繁杂的无力感。总之，看这部片子真的是一种煎熬，硬着头皮看完了。
D,2023-12-22 23:51:29,上海,2星,35,又长又臭的老白男电影。整个影片都充斥着一股男性自我陶醉，连所谓的修炼和成长都令人作呕。
Ts'all Goodman,2023-07-29 17:59:54,黑龙江,4星,14,《教父》确实自带一种不属于黑道世界的浪漫气质，但这绝非科波拉在试图美化甚至推崇这种充满强权暴力的体系。虽然本片呈现了众多大男子情节和言论，但我相信这是科波拉遵于角色背景和特质而故意撰写，如果知道马龙白兰度让一位印第安女性出席奥斯卡的事件，那就更好判断本片众多主创的价值取向。其实《芭比》拿《教父》开涮根本不是针对电影本身，而是嘲讽那些完全误判本片而将其化作谈资的普信男。普信男确实该嘲笑，但借此来无端贬低本片影史价值和地位的也应该被嘲笑，甚至有过之而无不及。《教父》中对演员姿态以及场景空间的大师级调度无需多吹，但时隔我上一次观看本片已经过去十年，在这其间我领略了众多受其影响的伟大作品，因此再度观看，非常遗憾（且不公平）地缺少了想打满分的冲动😂
囧之女神daisy,2007-11-25 01:20:49,,2星,14,2007.11.25，我的评价是：“这个不说了，蛮好。”而2024.12.04，我的评价是：“30多年来，目睹了无数老登油男反复吮咂咀嚼反刍《教父》系列的怪相，这个系列对他们属于春药级别，YY出了男主这种不按规则出牌的边缘人（当黑帮去了）和最守规矩的体面人（爱家庭讲道义）的缝合怪，充分反映了我国老登常年挣扎在“穷则上街砍人，达则考公当官”两难中的复杂心情。”我成长了。
