用户名,评论时间,IP属地,评论分数,有用数量,短评内容
圣迭戈-北岛,2025-02-07 00:40:14,重庆,4星,1,若迈克尔·曼拍《盗火线2》不把古德加斯特请去当副导，就太对不起他在好莱坞最忠诚的徒弟了。好消息是比《贼巢1》多了1千万美元预算，坏消息是这些钱都用于海外拍摄了，所以古导没有钱再复刻一场《盗火线》的枪战了，他转头临摹起曼的处女作《大盗独行》以及阿弗莱克的东海岸版《盗火线》——《城中大盗》，尽管远远达不到曼的犯罪美学质感，也没有大本和雷纳领衔的演员阵容，但这场紧张窒息、一枪未放、写实详尽的珠宝盗窃还算撑起了一部4千万美元动作片的高潮。全实拍的新能源追车枪战戏是附赠的，保时捷花了几个月时间为剧组改车。古导做电影都是亲历亲为，为了做好珠宝交易设定，他去了欧洲走访调研珠宝警察、劫案现场，形成近百页笔记，不过迫于预算和退税在加那利群岛还原的法国。《贼巢3》正开发，4和5已开绿灯，古导说这个IP会更地缘政治化。
Displaced,2025-02-05 14:18:34,江苏,2星,0,so I guess No heist movie is better than no good heist movie
三狗子,2025-01-30 04:17:02,湖南,1星,4,是喜剧，虽然用碟中谍闯克里姆林宫级别的技术偷金库，但因为杰拉德陷落成了肥罗素克劳，太胖，把攀墙杆压断了，行动搞砸了。至于为什么不把杆子接口做成螺纹口的，明明这群神偷一个比一个五花肉大块，那谁知道呢，都说了是喜剧。这个AI编剧的数据截止时间也古早，河南人工培育钻石，deepseek一下？
电饭锅,2025-02-10 01:05:04,上海,3星,0,狮门在想方设法搞垮他们为数不多的好ip
Warren,2025-02-06 20:16:34,上海,1星,0,哥们 我来是看动作片的 动作呢？枪战呢？确实不能叫贼巢2 这两除了演员有啥相似的 这么多批话……
老公牛,2025-01-30 21:43:16,北京,3星,1,动作明星杰拉德巴特勒 这次除了在夜总会跟人家争风吃醋的男朋友打了一架，偷东西的时候冲保安开了一枪，倒霉地从滑杆上掉下来，就再没其他动作。好不容易融入劫匪，通关了摄像头版的123木头人，最后把人家一锅都出卖了……这般夕阳人设不看也罢……避雷吧！
𝐴𝑙𝑜𝑛𝑠𝑜,2025-02-11 12:32:57,浙江,1星,0,渐入无聊之境。
雨和眼泪,2025-01-30 15:28:24,广东,1星,1,这就让警察加入了 我看到都知道是内鬼 呵呵呵
spiegel,2025-02-06 14:51:57,北京,2星,0,又一部丢西瓜捡芝麻的续貂之作。留下了前作《贼巢》最不成功的要素：结尾反转和劫案套劫案（抢运钞车为了抢银行，抢钻石为了抢交易中心）；而丢弃了使前作成功也是最像《盗火线》的部分：写实冷冽的枪战，双方从暗到明的追逐和对抗，双方以团队为基础的日常生活和社交关系，并将这些生活铺陈在激烈的枪战之间，既形成了良好的叙事节奏，又暗示了双方都是生活工作不分家的同类人。本作呢？好像在拖时长一样把所有人的工作和日常都扔给观众，主角团的、法国警察的、黑帮的、保安的、交易中心职员的，笔力分散，一盘散沙。
FranzCamus,2025-02-01 15:13:00,江西,1星,1,比屎还难吃。
未遂的文艺青年,2025-02-04 23:27:58,广东,3星,0,还可以啊，比第一部好看的
小老板,2025-02-04 15:40:43,河北,2星,0,没高潮
秋山骏,2025-02-08 23:46:06,广东,4星,0,第一。过天台的时候为什么看见杆子都要断了，不先把包扔过去。第二当时在仓库里面为什么要把东西倒到地上再装到包里面，为什么不只记得倒到包里面？
别相信人的善良,2025-01-19 08:09:58,河北,1星,2,不要看，太冗长了
ydf,2025-02-04 08:03:40,美国,1星,0,诈骗 完完全全的诈骗 这他妈和1有什么关系 难看 恶心 3.0
昨天你说今天,2025-02-05 21:43:26,吉林,1星,0,远不如第一部，还改了个这么难听的名字
「内容不可见」,2025-02-09 05:46:03,加拿大,2星,0,除了偷金库比较刺激之外，其他都可以跳过
@大月半子,2025-01-14 08:54:39,北京,未评分,1,老影迷阅片打卡~（照例贴几张截图）
他人之言,2025-02-07 13:30:51,山东,4星,0,"前面文戏看不懂.后半动作戏挺好.法国尼斯?银行盗窃,汽车枪战.拍成速度与激情?"
DaydreamAtNite,2025-02-03 13:09:09,上海,2星,0,本来是一星的，但实在是烂的搞笑，再加一星
阿克曼·屋,2025-02-04 20:32:51,浙江,3星,0,拉垮
赤虫,2025-02-03 22:17:45,北京,3星,0,這部較之全部水準差了不少，還是那句話，都什麼年代了套路真的太舊了，反派現在不是俄羅斯派系了，又開始走塞爾維亞系統了，然後美國人還是可以世界各地殺人不用有任何顧慮，也是醉了，關鍵是劇本不行，硬傷太多。
髙雲謙,2025-02-01 15:40:01,吉林,3星,0,分数：50     原来第一部《贼巢》2018年，这是第二部续集。时长140分钟，导演编剧同是一人，所以不是自信就是骄傲。（1月10日上映，算是同档期观看了，票房应该是一般。）剧情一般，而且絮叨…这也是动作片！导演把控力弱一点，演员又一般！杰拉德也没有什么突出。
迪迦奥特曼本人,2025-02-08 12:56:46,山东,3星,0,无效镜头和无效剧情太多了，导致整部电影精彩部分太少，无聊平庸的部分太多。
Norah.C,2025-01-12 10:52:39,美国,2星,3,前面铺垫的又臭又长，精华也就只有那十几分钟的潜入戏。而且全片没什么配乐你敢信，无聊的对话更让人昏昏欲睡
漫步,2025-02-10 00:21:06,广东,1星,0,又长又臭
史露比露髀☮,2025-02-10 18:11:35,广东,3星,0,相比第一部，枪战场面是少了但是剧情还行，进入保险库那段虽套路但丝滑，就是知道叔在做卧底后小黑的怨妇脸把我整笑了。最后在监狱的谈话好像是小情侣在闹别扭我有罪。最后的最后小黑应该是去做卧底了，第三部最好是在路上了导演！！！
杀手郭,2025-02-02 19:19:34,上海,2星,0,这部在拍什么啊写不出好剧本别拍了
1984频道,2025-01-15 12:47:59,美国,1星,1,作为一部口碑还不错的抢劫片的续集，本片平淡无奇到让我困意十足，这可是以盗窃技巧为卖点的系列电影，怎么到了续集却如此不思进取。布景缺乏创意，毫无紧迫感，也木有任何巧妙的转折，动作设计和拍摄手法就是在学诺兰的《信条》，但又毫无激情，死气沉沉。摄影平淡，节奏缓慢，而且缺乏视觉效果来吸引观众。我记得第一部《贼巢》还算有活力，情节有点创意，这续集更像是空洞的模仿，缺乏刺激和戏剧性。我之前说过，杰拉德巴特勒饰演的影片一律不看，这部因为是续集，我就食言了，真是啪啪打脸啊，两位男主完全没有认真对待这部影片，就是来走了个过场。相声《小偷公司》里牛群说，去国外学先进的偷盗技术，这个片子已经有了答案，国外没有什么先进的偷盗技术。
一刀,2025-02-04 14:53:19,江西,2星,0,前面一小时的前戏实在是太长了，另外现在钻石还有那么大价值吗？号称最严安保的楼居然没有外墙对外对空中的监控？而内部监控居然轮换切换还是人工看监控？破窗跳个楼就出来了？那还搞那么复杂干嘛？最后男主强行反转又算什么呢？又装又立？
淇开得胜的KZJ,2025-02-06 23:26:13,河南,2星,0,过于无聊了，全程看两个男主搞基装逼，作为商业片动作戏可以说是敷衍至极，没看过第一部，但光看第二部也没了看第一部的兴趣，片尾曲好听。
飓风-MA,2025-02-10 16:33:15,广西,2星,0,2:10:50
沙场点指兵兵,2025-02-05 08:18:01,江苏,3星,0,贼巢2起了个莫名其妙的译名。挺长铺垫。前集中扮猪吃老虎的小胖酒保，在比利时偷盗了黑帮大佬的钻石，去尼斯钻石市场开了个户头，显然要做票大的，前集中被摆了一道的警探闻着味就来了，硬要参一股，一场螳螂捕蝉黄雀在后的游戏，看起来意大利黑手党反而成了最大的赢家。偷盗环节比较好看，现在的偷盗术，高新材料和科技手段齐飞，但似乎经不起推敲。★★★☆
反返-Jun,2025-02-05 00:43:55,江苏,3星,0,不如前作 比较可惜
楠兰清素,2025-02-06 13:50:48,广东,3星,0,续集为啥要另起译名，铺垫太长了，剧情有点混乱，抢银行戏份就一点
黑马胖子,2025-02-04 23:33:46,黑龙江,3星,0,跟第一部相比节奏太慢了，但是最后盗窃戏拍的还是很紧张，算是盗火线之后最精彩的警匪对决了，期待第三部
迷失东京,2025-02-03 21:49:44,浙江,4星,0,第一部那种高级感依旧，但缺点也和第一部如出一辙，前半段拍地太松散拍
PHQ,2025-01-12 02:06:46,美国,4星,7,喜欢第一部的人一定也会很享受第二部 像是一部现实版的碟中谍 摄影风景美爆 Heist的部分氛围感拉满 最后的第一个反转很好猜 但第二个更惊艳 保时捷飙车作战太帅了 前半段确实准备部分太长了 但也没有到让人昏昏欲睡的程度 这个系列请一直拍下去
sojoke,2025-01-29 22:04:25,四川,3星,1,比前作差远了，既不动作凌厉、火爆，故事也不精彩曲折，反而显得冗长、沉闷。巴特勒也是越来越胖了。6分
影视圈前沿观察,2025-01-30 23:57:09,北京,3星,0,其实电影整体上来说还是渐入佳境的，后面正式开始抢劫行动的剧情还挺抓人的，但前面半段“欲扬先抑”做的有点过了，显得很沉闷。而结尾也是个并没能形成又一个小高潮的尾巴，反倒有点画蛇添足。
最原終一,2025-01-31 22:39:01,天津,1星,0,烂动作之二
RA2020,2025-01-23 05:58:42,浙江,3星,2,吸引观众的只有如何在最严密的安保下偷钻石并完美脱身，也就是全片最后半小时。前半段是男主在自恋。可以看看，但预期不要太高。
月亮上的男人,2025-02-02 20:25:40,广东,4星,2,气氛可以，太墨迹
别惹小白兔,2025-01-31 21:19:19,浙江,3星,0,上集结尾反转带出扮猪吃虎的小黑做主角，类型风格后期转变了，从“明抢”到“偷盗”，符合人设入情入理，但结尾强行将其降智硬性留白拍续集，就有点胡来了。话说，我已经不记得这是近年来看过第几部这么玩的电影了？都跟谁学的？！
Tigerhero1,2025-02-07 09:12:48,山东,3星,0,影片最大的问题是小唐尼怎么会相信追捕他的大尼克也变成贼了？大尼克不久前还玩命追捕小唐尼，现在就想和小唐尼做朋友，小唐尼还同意带大尼克一起去钻石交易所盗窃保险库，这么大的转变打死我都不信，小唐尼竟然信了，最后被大尼克叫来警察一窝端，真的有点扯了。小问题也有一些，比如马尔科等人追捕小唐大尼等三人时，为啥不早早打爆车胎？那他们仨早就完蛋了。最后意大利黑手党教父救出小唐尼，让小唐尼为他效力，这是想拍第三部吗？要命的第二部这个样子，还有人愿意投钱拍第三部吗？影片节奏偏慢，剧情也不够合理，我觉得质量一般，跟第一部相比有很大差距，3星5.8分，删掉！
Dream Works,2025-01-16 21:42:11,加拿大,3星,0,想看陷落哥打仗的省省吧，全片居然几乎没啥开枪和打架，不开枪我看这片干啥，坏评，不过也算紧张，也有翻转。
安,2025-01-12 06:36:22,美国,3星,3,前面太长太墨迹了，砍掉半个小时对剧情没啥影响，出如两个人酒吧醉酒，喝嗨了骑小车的剧情等等。最后被两架直升机救出来，应该是为了第三部了。整个追逐战更像是保时捷和奥迪的宣传片。
