用户名,评论时间,IP属地,评论分数,有用数量,短评内容
芦哲峰,2014-11-12 23:33:42,,5星,4795,天地玄黄，宇宙洪荒。英雄气笃，儿女情长。
朝暮雪,2014-11-17 22:13:29,,5星,3339,对我们来说二维空间就是一张纸，从纸的一端走到另一端最快的方式是把它折起来。对五维生物来说三维空间也是一张纸，是可以折起来的。他们不仅可以将三维空间折起来，对他们来说时间也是实体的存在。根据相对论，黑洞附近的引力太大，时间会变慢，米勒星球1小时等于地球7年。米勒星球的配乐《Mountains》有密集的滴答声，每滴答一次，地球上就过去了1天。《星际穿越》的黑洞并不是随便做的，电影上映5年后NASA发布了一张黑洞的效果图，证明了《星际穿越》的黑洞模型是严谨而准确的。 为了拍玉米地，诺兰真的种了一片玉米，拍完电影卖玉米还赚了钱。为了拍五维空间，诺兰真的搭了一个五维空间的景。也许100年后的人们看这部电影会比我们更加感到震撼，因为他们会发现这部电影很多设想都是对的。奥斯卡欠《星际穿越》一个小金人。
木卫二,2014-11-12 18:34:00,,4星,1173,致女儿书。全世界的导演都在解决时间问题，拍科幻片的诺兰更是。不管别人说好还是不好，它都值得你进电影院。这部诺兰电影有一个硬邦邦的外壳，内里却是软绵绵的情感。大半时间，它是缓慢的文艺片，一小部分是科幻恐怖片。因爱生忧，有爱不死。有人这么说。
Panda的影音,2014-11-07 00:48:01,,5星,3287,2011年11月有《雨果》，2012年11月有《少年派的奇幻漂流》，2013年11月有《地心引力》，2014年11月有《星际穿越》，……前三部电影分别获得11、10、11项的奥斯卡提名，然后都拿下最佳摄影和最佳视觉效果奖，由此，我们可以预测《星际穿越》2015年的奥斯卡提名数和最佳摄影+视觉效果拿奖的可能性？—— 才5项提名，没提最佳摄影，倒是获得最佳视觉效果。——《星际穿越》：我的第一部电影院④刷电影！—— 2020.08.08：这些年来没在小荧幕上完整重看过《星际穿越》，趁着这次国内重映的契机，来影院IMAX大银幕进行我的第⑤次「星际穿越」。
舌在足矣,2014-11-05 20:11:39,,5星,3345,相比诺兰之前的片子，这部显得比较慢热。然而前两段的层层铺垫终于迎来了第三段主题呈现的水银泻地。Inception仅仅一笔带过的亲情成为了这部电影的核心母题。麦康纳和查斯坦的精湛演技，胶片IMAX呈现出的影像质感，实拍特效的震撼人心，平行剪辑的完美流畅，寂寞大叔创造性的管风琴配乐，神一样的诺兰
周杰伧的小粉丝,2014-11-16 10:06:40,,5星,2474,安妮海瑟薇最后变成了谁？对了，女娲嘛。
张小北,2014-11-13 00:16:46,,5星,1522,诺兰的科幻片其实和传统意义上的「科幻片」不是一个体系。
亵渎电影,2014-11-12 19:48:32,,4星,489,这次烧脑的不是故事结构，而是星际穿越的理论，然后根据这些理论制造出来的视觉奇观，剧作结构依旧是诺兰常用的平行蒙太奇加速，最后的反转也算是回环式了。很传统的好莱坞类型片写作，细节和伏笔的运用上绝对是教科书式的级别，理论难不难懂倒不是重点，因为故事的内核始终是（父）爱。★★★★
艾小柯,2014-11-09 20:12:36,,4星,374,1. 丰富逼真的视觉细节，荧幕效果激动人心；2. 虫洞的视觉展示是里程碑性的，将永载影史；3. 机器人的造型和变形新颖富幽默感；4，大环境设置的现实主义和浪漫主义的结合；5. 对黑洞奇点的猜想和哲思高度明显差距库氏，却依然不乏亮点。任何仰望星空的科幻迷都应仔细观看。
少数豪,2014-12-10 01:41:47,,5星,1216,就是……看完这个片子……一出影厅……再看到走廊里其他电影海报……就觉得……它们都特别没意义……哈哈……
冲浪高手,2022-05-27 18:40:16,,5星,1103,等我死的时候替我烧一盘蓝光的
Fantasy,2014-11-08 05:59:44,,5星,1270,世界上最遥远的距离，不是天涯海角，也不是生离死别，而是我就站在你书架的背后看着你成长老去，却只能孤独地玩着沙子和摩斯密码，顺便长生不老。
阿拉莫没有猫,2014-11-07 14:35:50,,5星,1300,看哭了，哭的非常惨，从没想过一部电影能给我带来这样可怕的震撼；现在看完已经两个小时了，但深深印在脑海里的那些元素：诺兰的技巧，马修的演技，季默的配乐，以及亲情的最终命题，都让我的心脏又回到观影时的那种几乎炸裂的感觉。我觉得要很长时间才能缓过来了。
jiyun,2014-11-13 02:22:28,,5星,770,朝阳大悦城10月12日晚10点半那场，4排嗑瓜子的某位中年男士，我诅咒你下辈子是一株向日葵。
KAPO,2014-11-06 16:13:19,,5星,793,一个好geek是多么提高人类幸福度的存在：会写好剧本，会挑好演员，音乐品味也好。。一个好geek和一个好导演的合体。。于是有了这个野心勃勃主题里有细细密密的亲情的抓马科幻片。。只是小阿弗莱克和达蒙那两个设置也太鸡肋而且不讨喜了吧！（还是要打五星！
握不住的灵魂,2014-11-13 10:16:42,,5星,600,我喜欢，如果人生是一个闭环的环形废墟，那么起点和终点就是爱和亲情在等待我们。
大島,2014-11-15 20:51:32,,4星,287,诺兰一直在引领全世界的文艺青年，玩文艺已经过时了，现如今真正的文艺青年应该是科学逼，懂虫洞懂时空穿梭懂物理化学生物天文地理才是真正的文艺青年。
陀螺凡达可,2014-10-31 07:44:17,,3星,1792,槽点缺点太多，尤其讨厌达蒙和阿弗莱克的段落以及相互对应的那段剪辑，拍得太笨拙生硬，但对接戏又是近年来最让我印象深刻的片段，配乐也是。| 2017重看减至三星
荔枝超人,2014-11-11 14:31:41,,5星,523,情感力量高于一切宇宙哲学。
空中铁匠,2014-11-06 21:23:57,,5星,656,几近完美的观影体验。科幻的外衣下（这外衣真的很赞，特效技巧恰到好处，丝毫没有喧宾夺主），最可贵的是毫不做作、拒绝刻意煽情的剧情（No doubt！诺兰也有个baby girl）。演员阵容强悍（海瑟薇真的拼不过马修蜀黍。。），唯一的缺憾是，对于非nc粉前戏可能过长。另，如果有条件，请一定去imax！
\t^h/,2014-11-06 14:38:14,,2星,2485,两星半给配乐演员和几个画面分一下。诺兰电影里对人性的阐述简直就像中学生一样自以为深刻又理智，结果剧情转折啊非正面人物啊都快成unintentional comedy了。视听方面除了有钱有技术，并没有觉得有什么创新，还有诺兰拍动作戏太！难！看！了！还好是用的赠票。
江绪林,2014-11-16 21:10:55,,5星,339,极纯粹的情怀——对人类命运的关切，漂流星际的孤寂，对未来的希冀，沉淀在品质中有力而不彰的爱。人类高贵之时就应该这样生活，而不是像陷身泥沼一样在自己的义和罪，乐与苦中呢喃哭泣。气势磅薄的史诗，甚至是上主的史诗。后到教会我没法祷告，因为观影时虔诚已经耗尽；看完后我禁不住轻轻鼓掌。
icebloom,2014-11-06 12:47:51,,4星,262,人性与爱点亮洪荒，指明自我救赎。内核通俗且并不新颖，前有《超时空接触》，但诺兰处理得比其他作品优秀。基于现有的理论进行创新，一部很有野心也够完整的商业科幻片。地球上的戏以及家庭戏走得是早中期斯皮尔伯格的风格，熟悉无比，一直见血，直击泪点。进入黑洞后不太像是sci-fi，是fantasy。
Esaka,2014-11-06 15:16:22,,2星,511,戏剧性相当之弱，宇宙的镜头很美；以三个小时的电影来说非常赶，设定上似乎不太完满；剧本对话和表演都不太出彩；相当多向2001致敬的镜头，所以粉丝或许有一看的理由。
本一不二,2023-01-24 15:12:56,陕西,5星,376,看了破球2。又想重温一下经典。拜托别拿破球来对比星际穿越，真的是侮辱星际穿越了
阿北,2014-12-19 10:27:17,,4星,147,符合预期，没有超出
恶犬伯伯,2014-11-09 17:48:42,,5星,465,居然看哭了3次我靠……
亚比煞,2014-11-14 18:14:59,,4星,162,奥古斯丁写上帝：“你的岁月无往无来，永是现在，我们的昨天和明天，在你的今天之中过去和到来。“然而，即便我们竭尽了全力穿越星际，进入了上帝创造最奥秘的核心，时光也只能如飞而去，失去的永不再返。容颜可以永驻，却不能挽回心的衰老，也不能补偿和亲爱的人们在一起的每个微小而美丽的瞬间。
远子,2014-11-18 20:56:27,,4星,113,有人说这片子把爱融入到科技里特别新颖，这我就不懂了……好莱坞大片的主题难道不都是：All you need is love吗……
喷子,2014-11-12 18:27:00,,2星,392,除了少数全景特效镜头，通篇唠叨+特写+浅焦，达不到2001的默片式太空景观，好歹要像地心引力那样运用景深进行视觉化展现，坚守IMAX胶片拍摄结果全用来拍人脸，想普及科学知识科普片都比你深入浅出视觉性强，这货根本就不是太空电影不是sci-fi整个一melodrama。All you need is love？滚粗吧
小波福娃,2014-11-19 09:50:07,,2星,201,要不是喜欢马修麦康纳和安妮海瑟薇，这部片还蛮烂的。什么plan A和plan B啊，明明就是plan bad和plan dead好吗！几个探险队员组成的神风敢死队，用爱拯救世界，神棍般穿越到五维空间，最后搞半天还是好莱坞式的英雄撞上小机率事件神奇拯救世界并且大团圆，摔，早知道多买一桶爆米花了。
文西,2014-11-07 17:12:33,,3星,1280,相比镜头语言来说，诺兰的剧本还是总会有新意，把古人的“恍如隔世”完美演绎出来，和《未来学大会》一样，人类最无私的亲情又一次拯救了人类本身。不过比较遗憾的是，诺兰的科幻既硬不起来，只能大打煽情牌软科幻，可惜和他片中致敬的前辈相比还是相差千里。
九尾黑猫,2016-03-28 15:46:27,,5星,294,能用知识解释的叫做科学，无法用语言形容的叫做爱。
起床，吃饭,2015-04-14 18:56:04,,4星,94,居然看哭了。。。
Mumu,2014-11-12 19:49:15,,5星,298,爱在重力作用下穿越时间，就是人类存在的维度。
mlln,2014-11-16 00:34:07,,未评分,430,急死文科生了。
Nenya,2014-11-07 13:16:58,,5星,284,唯重力与爱不可辜负
一尺烛光,2014-11-07 04:06:26,,5星,423,心目中科幻片第一名多年来第一次易主！别名可以考虑《时间旅行者的女儿》。过虫洞的时候，没想到有黑洞，过了黑洞居然后面更精彩！没看到人脸时一听到那个口齿就知道是马修大叔！他背肌真好看啊！海瑟薇短发真是让人想抱大腿！各成分配比都恰到好处。真是棒极了！
老晃,2014-11-14 21:00:17,,4星,115,正常的好，情感溶入比《盗梦空间》做的扎实、充沛，看到最后，不可避免，热泪涌出。可是，几乎没有除情感之外的震撼力量，对想象、好奇、激情的触发，甚至不如《普罗米修斯》。在“宇宙与人”这一宏大命题面前，诺兰突然变成斯皮尔伯格，止步于个体情感的抚慰，确实让人感到小小的遗憾。
Yueeeee,2023-01-23 22:59:15,安徽,5星,276,刚看了流浪地球2。竟然我有人说能超越星际穿越……我真是无语了
西楼尘,2014-11-12 23:38:34,,5星,174,有一种信仰叫做诺兰，如果绝大部分好电影还停留在好看的层面，星际穿越已经是伟大了。真幸福，我们的时代有一个叫做诺兰的大师。感觉和诺兰已经相隔了不止一个世纪了，他让我们看到了电影工业的未来。浩瀚宇宙，无限憧憬。电影的讲述已是超越了现实世界，完美的交错剪辑配乐，看得心旌荡漾，热泪盈眶。
danyboy,2014-11-16 16:46:59,,5星,221,以后三体拍成这个水平就可以了。
伍德与夏洛蒂,2014-11-13 02:36:56,,5星,281,一个硬科幻却觉得无比真实，安静慢热，听得到宇宙的真实。我父亲也是个飞行员，三小时眼泪停不下来，又绝望又无力。藏在烧脑物理背后的，是人最本能的感情。爱，本身就是最科幻无解的力量。诺兰舍弃3D用胶片是正确的决定。我想我是孤独的，最后那一眼。好想拥抱麦康纳和海瑟薇。
欢乐分裂,2014-11-12 15:17:56,,3星,350,终究没硬到底，这么多婆妈情感戏削弱探索太空的幽深神秘及恐惧，请不要再玩美式顾家高能个人英雄拯救世界的老梗了；不少平行剪辑的段落老套，煽情太过，直白得吃惊，这就是人性的光辉么？理科差生已被科普，还算烧脑？谓神作差矣，视效好，穿越瞬间几乎失语，五维空间太盗梦感；原谅我毫无泪意。
汽车大师,2014-11-12 21:50:50,,5星,145,理论完全不懂，蠢了傻了地方肯定多，父女情也算不上打动我；但有人拍这样的科幻大片真好
Kaito,2014-11-12 22:11:38,,5星,115,Do Not Go Gentle Into That Good Night ……刘慈欣的山、博尔赫斯的图书馆、时间源头的中年亚当夏娃……感觉安妮·海瑟薇的表演多少还是有点用力过度，一作苦脸马上跟赵薇串脸哈哈……情节设计其实没有太多称道之处、但这年头还能拍这么慢节奏还能大卖的值得再加一星
兮称,2015-04-05 09:10:07,,2星,93,最看不惯就是把诺兰捧到天上的，就这点花俏的叙述方式和三句不离主旋律正确价值观的俗辣从哪里来的优越感哦？说回来这个故事远没有月球，地心引力来得精彩，时间是乏味的长，哭爹喊娘煽情无节制，演员也中规中矩，至于特效，不如去看2001太空漫游还比较飞
薾苨,2014-11-06 02:52:13,,5星,162,全片对库布里克《2001太空漫游》探讨终极奥德赛的“回归”，回归本源，寻找一处家园。维度之外，时间不死，圆圈不圆。人类最基本的情感，一个少女的童年，生死的意义，疯狂燎原的时间，永恒的爱。看完泪流满面，记起小时候和同学一起她给我解释维度和空间，回忆如鬼魂席卷，神性之光照耀自己的本源。
丁小云,2014-11-14 20:19:20,,5星,121,其实主题还是美国精神那一套，只是这部电影的感情太细腻了。看的时候哭惨了，因为男主人公和他女儿的感情，眼泪都哭干了。如果我没成为父亲，肯定不会如此。看的时候不停想起我儿子，我在心里说：宝宝，我要给你最长久、最温柔的爱，我要咆哮战斗，因为我想成为你心目中的超级英雄……
曾良君,2015-04-26 08:16:16,,4星,63,花了2.5在优酷上买了看的，窝一点也不觉得烧脑，因为窝看的时候一点脑子也没动，科幻梗都挺眼熟的，也可能和窝正在看海伯利安有关系。
引歌,2014-11-06 20:40:49,,3星,400,在布拉格看的胶片首映，很失望。首先必须承认这片子的范畴和眼界都是无可比拟的，可惜诺兰想探讨的东西太多，以至于没有把任何一个话题深入探索。整个家庭戏和爱啊什么完全不必要，而星际穿越对人类的意义、时间成为另外一个维度之类的有趣话题则浅尝辄止。下一个2001何时回来呢？
Dany,2014-11-05 19:47:02,,5星,56,诺兰握着一部可以成为丰碑的电影，狠狠地向商业人文精神低下了头。于是，一部片子结尾有太多地方是该断不断。一边看一边期待着就这样收尾吧，可它还是奔向好莱坞传统科幻片一去不回头。主要主角的形象塑造都不错，配角也是打酱油的处理。几个结点埋的都很薄，从开头就可以预见结尾的情节走向。
Ocap,2014-11-14 20:06:43,,5星,75,它不具备一部神作该有的样子，它揉合了太多前人的影子，它拥有诺兰所有作品中最充沛的情感，它的最后一幕不再是绝望的醒悟。绝不会是传统意义上的神作，因为它是足以拿它自身当里程碑的神作；时间的冲刷不会证明它的地位，因为当后人翻出来朝圣的时候，会发现它就代表着时间。→20.8.2 西宁第三刷with fhl。时隔六年重温，后疫情第一部院线。刚从FIRST的观影模式中抽离出来，进了影院还在不用取票和黑幕鼓掌的惯性里。另外，没有中断消毒，悄悄喊一声好样的。有比印象中更疲软的，也有更强悍的。疲软之处是，彼时的诺兰作为叙事信息的奴隶，无力于藉感知输出感知，首当其冲即对画幅作为语言元素之“歧义”的高度不敏感。强悍之处则是，曾经遗憾于它本核的非科学，如今才后知后觉：诺兰费劲全力论证的正是“非科学”的科学性。
冰红深蓝,2014-11-19 18:20:49,,5星,59,近十来年最好的硬科幻电影。难能可贵的是诺兰在宏大苍凉的太空史诗背景下始终关注着人与人之间的情感，并且平衡得很完美~画面绝美，缺点是对反派心理刻画不足。狄兰的诗句和许多台词都引人入胜，Hans Zimmer配乐赞极，与画面结合，在影院数度落泪。该片几无漏洞，我唯一发现的就是时间悖论。（9.0/10）
mumudancing,2014-11-17 10:41:36,,5星,101,2014年11月15日：今夜，一个人，看了本世纪最伟大的电影。除了颤栗与流泪，我会，竭尽全力，用我枯萎的语言去诉说。
晚安好运©️,2014-11-14 22:53:30,,5星,53,救世主是一项无人能取代的工作，父亲也是……
ZeonGin Sou,2014-11-12 23:59:04,,5星,36,年度最佳IMAX，私谓之“伟大”。断粮困境、末世寓言。救世任务、太空远航。岁月神偷、盗梦空间。父女血亲羁绊、爱的无限边界、家的自我救赎。藏匿在迷雾中的未来、铺天盖地的绝望、裂缝中的丝许曙光、恍如隔世的弥留。赖以逆转的方程式，传续、重启，恶意、阴谋。不消一丝华丽特效，仍能动魄惊心。
;,2014-11-07 01:14:57,,5星,47,同伴说好的电影会让你学到很多东西。学渣不懂五维，奇点，虫洞。可是真的很好看，比inception更好看，虽然前一个小时太拖沓，可是都是很必要的，环环相扣，跟黑暗骑士一样剧情紧凑，一部科幻片却让人提心吊胆。诺兰大神脑洞真大，马修叔果然是我男神。matt Damon好胖，完全没认出来
根,2014-11-14 19:04:32,,5星,77,1、酷酷酷酷酷！2、安妮海瑟薇神烦 3、不喜欢只有人类的宇宙！
vivi,2014-11-16 18:41:22,,1星,111,俗气小气铜臭气
CyberKnight电子骑士,2014-11-13 16:59:55,,4星,73,年度佳片，绝非神作，总体水准与《地心引力》相当，离《2001太空漫游》还有几光年距离。可以说暇瑜互见，既有非常出色之处，也有很多问题。胜在把科幻小说中高度概念化的构思首次以视觉方式呈现出来，把宏大架构与角色情感有机融合；不足之处是情节略显凌乱，铺垫太多但仍不足，节奏不好，致敬太多等。
米粒,2014-11-10 12:30:40,,4星,71,还真是“泪点和槽点齐飞”，仍旧没有走出盗梦空间的情感模式，嵌在一个超时空接触类似的故事里（马修，二十年不变的好男人！看他挑的剧本）。宇宙级的父女情，互相飙泪谁扛得住，大约只有黑武士能比。爱的独白后我在沉重阴暗抑郁的气氛中笑场了，后来一旦接受了这个设定，脑洞再大也没啥了...
阿餮,2022-04-07 23:11:31,,5星,82,一部科幻片把我愣生生看哭了。人可能终究孤独。无论是救人的还是被救的。
小斑,2014-11-18 05:23:23,,4星,43,我以为诺兰和卖拷贝根本是同一种人。诺老湿的审美比卖老湿要高出一个汉斯老湿，也更擅长卖拐。影片完成度，特别是视效，是没话说的。但是科学，怪力，人性，大爱神马的杂锦果汁，也把我对诺老湿的厌感刷出了新维度。看过《超时空接触》的多少都猜到拼爹结局了罢。惊讶到我的是肥马——好大一支酱油！
五色全味,2014-11-12 23:32:25,,3星,202,諾蘭是商業好手，靠戲劇轉折，視覺奇觀，配樂等通俗技巧吸引觀眾。但他總故作高深，通俗扮作者（我從未覺得他算電影作者）。看的人也以為自己高深了，其實那些對白講出的所謂「燒腦」概念根本不用腦，看的人投入的不過只是那份通俗性。電影值得看，但拿他和kubrick比，我則覺得侮辱了kubrick
裘笛,2014-11-06 05:40:13,,4星,126,4.5，70mm IMAX太棒。視覺壯麗，很久沒看到這樣格局宏大的硬科幻大片了。裡面說「可以穿越空間、時間的只有重力」。如果在後面加上一句還有愛，大概就是他的主軸了，可說諾蘭情感最豐沛的一次。其實結尾收法我自己沒有那麼喜歡，但見仁見智。
咖啡豆,2014-11-09 03:04:58,,5星,44,看到四分之三电影院警报响了，被迫离场。。
不良生,2014-11-30 18:59:41,,4星,36,向来对这类科幻大片从不捧场，但当看到男主角跟长大的一对儿女视讯互诉的时候，突然坐在电影院里开始大飙泪。影片idea很棒，冷冰冰的机舱和银白色的浩瀚宇宙内核，是柔软的牵挂。结尾令我慰藉，男主角再次告别鹤发女儿重返荒凉星球。他去找她，她是另一个跟父亲失散的女儿。两个长生不老的孤独者相依。
frozenmoon,2014-11-16 18:04:15,,3星,175,为了马修-麦康纳老师去看的。这种设定就属于戏不够神仙凑。自己虚构一个时空和世界，无论怎样都能圆回来。所以如果你不相信，那么从开头就是无聊的。失败之处在于，本来应该是硬科幻的问题去用硬科幻解决，但还是被文艺帝扯到了爱与人性。
私享史,2014-11-16 17:13:41,,4星,52,论理智或思想的超越性不如《2001》，论情感或精神的超越性不如《超时空接触》。堂堂一部电影总不至于要靠其配乐或者科学性来名垂影史吧。而配乐无疑过于饱满，很多时候越俎代庖，IMDb有网友吐槽说本片如果拿掉配乐就好比《生活大爆炸》不灌录笑声。另外反派马达的搞事也太失水准了吧。【泛洋】
妙喵,2019-02-13 12:37:39,,5星,47,
鶩習,2014-11-06 06:54:48,,5星,35,Nolan致女儿书：爸爸去哪儿?爸爸回来了!
aurorum,2014-11-06 05:21:50,,5星,29,诺兰从来没让人失望。先锋科技加上终极思考，用一惯一流的叙事情节串联起来。看他的电影，可以看见他思路的变化，从揭示人性到思考宇宙跟人类命运的宏大主题。非常好。
大司azimuth,2014-11-08 04:12:19,,5星,33,1.不论表演，诺兰兄弟编剧哥哥导演，基本上都是神作。2.马修麦康纳可以蝉联影帝。3.这是我活了26年看过得最牛逼的电影。可以像『2001太空漫游』一样成为影史里程碑。
巳注销,2014-11-20 23:37:39,,5星,42,怎么会有人建议诺兰来导三体呢？抛开灭绝、维度、冬眠之类雷同因素，他所抱的信念完全同刘慈欣不可调和。影片否定了Romilly那句“在宇宙中一切思想的出发点应该基于种群而非个体”，个体的意志与爱才是穿越一切的存在，是起点与最终的归结。而刘是个赤裸裸的宇宙法西斯论者，主张为人类的生存灭绝人性
一颗西瓜,2023-10-02 23:21:14,河北,5星,67,独一无二，惊为天人。当你每次看完星际穿越，你会觉得生活中的那些破事，都不值一提。
zephyrus,2014-11-12 17:50:22,,5星,35,这才是一部斯皮尔伯格看完会哭两小时的电影。
waits,2014-11-20 21:41:00,,5星,50,很喜欢《星际穿越》。我觉得看《星际穿越》的大概可以分成两种人，一种是相信爱之神秘，一种是不相信，我碰巧属于前者。爱和写作，是这个世界最恒久存在的科幻。
高压电,2014-11-09 08:51:53,,3星,199,英国张艺谋在本土还挺受追捧的，可惜这次叙事节奏真是糟糕。后四十分钟抖机灵挺好看，就是在严肃和讨巧之间失调了。马特达蒙都老成这样了，2D Imax比较有良心，加一星。
SydneyCarton,2014-11-12 03:39:15,,未评分,137,星际穿越还是一部诺兰电影：他的优点像牛叉的平行剪辑、剧本对道德困境的探索，他的缺点像加速起来不要命、顾头不顾腚，一个不少。只是有些更崇高的东西，有几个瞬间让我误以为这是神作了，很快就被抗日神剧般的伎俩拉回人间。总体三四星之间，可以想见，本片放映期间又会冒出不少中华田园物理学家吧~
Echo,2014-11-07 16:18:40,,3星,205,丢弃了自己最引以为傲的叙事逻辑，改拼场面了，这你拼的过卡梅隆？唯一的亮点在最后半钟头，重新回到诺兰的理论，时间的原点，隐隐还留下了从记忆碎片以来的功底。其实挺失望
赛珞璐,2014-11-08 07:03:12,,3星,185,为了煽情不顾一切，光看马修·麦康纳哭了。时间主题和父女情勾勒的挺动人，但仅停留在动人的层面，或许对诺兰这样一位类型片导演已经足够？只是一贯以叙事见长的他这次似乎有点力不从心，可能是花太多心思看偶像的2001以及制造沙尘暴和种玉米了。
大奇特(Grinch),2014-11-12 13:21:38,,未评分,64,《星际穿越》的故事依赖于大量论述，强调科学背后的真实还原。如接近天体物理学家推测的虫洞的视觉展示，电影一半时间在于解释而非展现，许多细节无法利用视觉载体呈现。诺兰故意营造出一种老片的质感甚至美工，不仅2001还有宇宙静悄悄。时空概念不就是《聊斋志异》里“天上一天，人间一年”的故事吗？
左胸上的吸盘,2015-04-24 10:05:00,,3星,81,对不起，我这种就家庭观念淡泊的人完全get不到这部拖拖拉拉的以太空冒险为壳子的家庭剧的点在哪里，特别想掐死海瑟薇的傻逼角色。另外爹和子女同龄这个梗我小学时就在科幻小说上看到了毫无触动。最后这片子完全是电视剧的节奏处理，几乎不看电视剧的本人偶尔看看还能接受，所以给了及格分。
云中,2014-11-13 21:15:24,,未评分,79,做为科幻片粉，在场面上得到了相当大的满足。虽然这片无聊的地方很多，那交叉剪辑更是只能用捉急来形容。不过，让人欣慰的是，《普罗米修斯》还是新千年来最好的科幻片。
水木丁,2015-01-19 15:40:05,,未评分,55,昨天看的《星际穿越》，说两句，电影我给打四星，大多数观众会从中得到愉悦，甚至收获额外的智识上的优越感，但是从想象力来说，创造性其实并不强。电影拍得中规中矩，诺兰的五维空间其实十分好莱坞STYLE，满足了人们对奇观的迷恋，也很浅显易懂。此片是科幻电影史的佳作，但是不具备里程碑式的地位。
倾情晴空,2021-10-03 21:19:52,,3星,86,不断说服自己这是经典才看完，但是看完有种就这？的感觉。有能力围着黑洞转的星体，有千米巨浪不足为奇吧，海瑟薇演的是物理学家吧，这都不知道？我杀我自己，自己改变自己的历史，这个科幻常用梗，看腻了，不值得一提。最后反正人穿越黑洞是不会有事的，飞船一定会被撕裂，别问，问就是物理，读起来叫玄学，也叫主角，也叫啥都是爱。
肉腾腾,2014-11-22 19:33:12,,3星,68,我是预设了五星的，结果智商和审美决定了我只看懂了三星。承认自己笨也是需要勇气的。
bloom,2014-11-12 23:59:49,,3星,72,用最具超越性的东西来讲最容易超越的事情，诺兰根本不关心宇宙，探索与灾难一样是特技的载体，而情感又太矫情，爱不是人类发明的吗，如果它能有半点崇高还像不是，亲情高贵吗，如果无需量子数据验证或许是。毫无想象力的诺兰毫无理解力地用着迪兰托马斯，本应是良夜，奈何旅人俗气。
邓安庆,2014-11-14 19:50:23,,3星,45,“硬”科幻元素的确是没有起到精巧结构或主题创新的作用，即成为影片的真正驱动力。父女情感的处理太过一般，也不打动我。我不喜欢这部电影的结尾，虽然在情节上是完满的，但用父女情感的方式结束太偷懒。平行剪辑的段落太过巧合生硬了。
