用户名,评论时间,IP属地,评论分数,有用数量,短评内容
空腹不能吃饭,2023-02-18 21:40:36,英国,2星,289,相爱莫名其妙，容貌焦虑莫名其妙，互相拯救莫名其妙，战争结束莫名其妙。千与千寻的人物，风之谷之前的世界，天空之城的设备，阿里亚蒂的房间，大杂烩得莫名其妙。除了火比较可爱，能够这么受追捧真的是莫名其妙
LORENZO 洛伦佐,2019-03-03 02:08:08,,4星,47,人家都是用爱情来讲战争，宫崎骏一定要用战争来讲爱情。或许是宫老电影里颜色最艳丽的一部，还魔法炫来炫去。里面的每个人物都是时善时恶，这个设定我喜欢。
不笨的陆,2024-05-10 16:34:58,辽宁,3星,143,一个人要看几部宫崎骏，才知道自己压根不喜欢他？
李濛Lemon,2024-05-05 13:22:29,四川,5星,130,新海诚的女主，总让我觉得，她们的勇敢真诚不过是恋爱脑的副产品。而宫崎骏的女主们，则是因为勇敢善良果决，收获了旗鼓相当的爱情。影片里随便截一张风景画都美得令人鼻酸，应是画师倾尽了爱意与憧憬才创作出来的景致。也一瞬间理解了主角们，正因为见过如此美丽的风景，才更有拼尽全力去守护这份美好的决心。
不能·喵大妍儿,2016-11-11 11:48:39,,5星,141,必须承认这是最感动我的爱情故事之一。无论看多少遍，哈尔和苏菲相遇的时候踩着音乐节拍在空中漫步的画面都会让我哭成傻逼。真的坚强和温柔，以及忠诚和勇敢，也都是很高级的啊。
F,2024-05-01 22:07:07,广东,5星,124,能在大银幕重看一次，真是太幸福了。
皮皮,2018-01-15 23:42:31,,4星,54,宫崎骏的动漫总是给人惊喜。
水湄物语,2009-03-24 13:17:44,,5星,191,让心爱的人带在，在天空飞翔
我往东去找水,2024-04-30 22:56:38,江苏,4星,34,宫崎骏最爱的元素：反战、飞行器、冒险、皱巴巴的老奶奶、奇幻剧情、萌物、创意无穷的脑洞、Happy Ending，一个都不少。剧情多处bug，有点不知所云，主线是什么？主线是反战？不过是动画片，倒也无可厚非，画面很美，音乐到位，便足够喂饱一班粉丝，解读空间巨大，可惜已经没有那个心气去琢磨
老白,2024-04-30 21:27:28,广东,3星,89,2024年4月30日IMAX大荧幕重看：果然我十几年前观影的不适感是很准的，本作在最后半个小时节奏已经乱到完全没办法思考细节了，各个角色的行为举止也是前因不搭后果的迷惑。只能说，电影前半程勉强维持的优雅与和缓，其叙事逻辑性为了衬托“爱情的伟大”这点在收尾阶段已经完全垮塌了。哎，不停逃避的绣花枕头巨婴自恋男哈尔；哎，传统叙事下将一切价值绑定在容颜和出身的自卑平民少女。这种所谓“互相拯救”的戏码你们真的没看够吗？2013年10月20日小屏幕初看：后面剧情又乱又蠢。。那个老太婆实在太恶心。。还有女主你早知道天天吻人不就得了。。我擦
MIDO,2024-04-30 19:39:51,四川,5星,143,能在电影院看好幸福。
支离破碎,2011-06-17 13:10:49,,4星,60,虽然觉得差口气、故事说得有些乱之类，但想想，整体还是蛮奇妙和浪漫的。很喜欢火妖和稻草人，正太是打酱油的。对于最后战争的结束倍感轻率。
纹飨,2024-05-02 19:17:13,广东,4星,25,总感觉结局突然就和平了怪怪的，不知道是不是因为我没看懂。当一部电影要讲的东西太多了以后，关于爱情的部分就会显得有点缺少铺垫，剧情有一种半成品感觉，好多东西都没讲完。苏菲真的是个好讨喜的主角，正义，善良，勇敢，坚定，几乎拥有一切美好的品质。
momo,2016-10-31 10:26:58,,5星,95,看的第一部宫崎骏的动漫，少女心爆棚，哈尔好帅~~~
Mr.杨,2011-11-22 21:25:37,,2星,139,我不是有意要黑这部电影，实在是因为看了好几遍之后，我还是不明白这片子讲的是什么！是部没有剧情的电影！要么有剧情，但剧情乱七八糟！这片子讲的是战争吧，好在画得很好，很单纯，让人看了心情舒畅中带着些许悲凉。宫崎骏的动画总让我想起许多儿时的纯真岁月！温馨又感动！要不是这样，我只打1分。
方枪枪,2013-05-23 17:41:41,,5星,87,宫崎骏的动画里，永远有那么美丽的在世间到不了却仿佛闭眼就能到达的美丽地方，也有那过程曲折最后美满的故事，以及天马行空的想象和满是魔幻的笔调，还有那些可爱而又让人无法忘记的小孩子和火焰魔，这里的哈尔绝对是宫崎骏笔下的最大的帅哥。
双晚,2021-04-27 23:42:09,,3星,77,B. 30%的时间用来感叹吉卜力营造梦幻的力量，剩下70%用来疑惑“这是在做什么”。设定太杂又塞得太满，导致逻辑基本全线崩溃：反战、责任、外在美与内在美的“诅咒”，看似皆有所涉，实则互不相关。最后以和稀泥的形式，把硬凑出的点和填不上的坑草草收尾，实在是辜负了这精致装点的少女心。
风什么帆,2020-03-16 12:38:10,,2星,98,原形毕露被沙丽曼夫人发现踪迹；不听火种劝告毁坏城堡，导致火种被淋湿；窝藏敌人致使哈尔心脏不保，哈尔和火种险些丧命；站在火种操控的平台上，突然解除火种诅咒，导致平台失控，稻草人险些丧命所以女主苏菲到底干了什么人事？此外，城堡悬崖上摔下来，女主毛事都没有；战争的罪魁祸首国王、大魔法师以及苏菲的母亲没有收到谴责降智神剧，女主的傻白甜，配上哈尔受伤的心灵，说白了就是蠢，还想还原二战表达反战思想？没心情琢磨，光是这剧情就让我深感无奈！
TouMing鬼子,2023-08-16 17:58:40,湖南,4星,16,重看，起承之后没有过渡到转合，而是不断触发新的煽动事件作为起和承的延续，与其说是大胆，不如说是任灵感过度堆积的任性结果，以至于在摇摇欲坠中积重难返地迈向了荒诞潦草的收束。但，仍然很难拒绝这样的爱情，如果说将心交给恶魔保管是因为心本身过于沉重，那么由谁来解开这个咒语，这便是秘而不宣的羁绊开始。作者其实并不关心战争——伪善的一面仍值得批判；只关心哈尔由谁如何来救赎——真挚的一面又很难不为之触动。在这里爱情和魔法是同一件东西，而观众只能选择都相信（为什么不呢？），他先教会了她空中散步时候要勇敢地迈开步伐，而她会以等量的冲动和勇气返还。哈尔说苏菲你洒着星光的白发好美的时候我化掉了如果不被这么温柔的东西感动活着还有什么意思
momo,2017-01-22 16:56:07,,4星,33,哈尔好帅，宫崎骏的电影画面都好精美，每一帧都可以用来当桌面，很喜欢
鱼丸子୧⍤⃝🍜,2024-05-05 12:14:44,海南,3星,72,只能说不要抱着非常好看的想法去看，就不会有落差很大的感觉了人设很落地但又很悬浮的女主，一会觉得她内核很稳定，一会觉得再看八百个解析我也搞不懂她在想什么，小细节很增光添彩但是大方向的把控非常让人失望哈尔的脸值三星半，很会画，这么出名的人物在原片里有点像附属品，爱情友情选择都发生的莫名其妙，过多的隐喻没有让人发现后会心一笑，只觉得华而不实，连底层逻辑都无法捋顺的角色不过是空壳我说话难听我就先走了，看宫崎骏的电影或许也是一场漫长的祛魅
周鱼,2011-06-23 00:56:10,,3星,89,宫崎骏 简单与理想并存 绿草蓝天和湿粘糊糊齐飞
孑身,2024-04-30 20:24:09,贵州,3星,54,故事背景交代不清楚，加上剧情前提交代不足，导致人物行为动机怪异，整个观感上就是故事的割裂与莫名，还有部分对原著的改编导致故事冲突支撑点变得很孱弱。如果没看过原著，我相信没人能理解这整个故事的流向是为何。电影就我看来算是改编得比较差的了，不过宫崎骏的奇思妙想和独特的作画风格值得加1星。
车儿澈儿,2021-07-06 23:10:38,,3星,85,不明白他们是如何相互喜欢上的。
神秘客,2024-05-01 21:28:25,湖北,3星,44,一个月连续两次被宫崎骏骗进电影院💢💢剧情混乱，很多桥段莫名其妙，人物转折突兀，结尾强行大团圆，还有那个女巫线也是虎头蛇尾，反战和容貌焦虑的主题根本没接上。只有美术和音乐不错，就是个风景片。不过结尾女主穿着长裙，靠在移动城堡的栏杆上，在风中与哈尔接吻的画面，太浪漫了！！！！！收下做壁纸了，这是我观影最大的收获
陆离,2024-05-02 22:49:59,山西,5星,62,从小时候就觉得稻草人是留给观众喜欢的“男二号”，沉默地爱着女主，默默奉献自己，却永远不会被女主选择，暖心又遗憾。而长大才发现，变回王子之后的稻草人一句“人心易变”，又让动画故事多了几分人性的现实。荒野女巫，小时候是对她害怕然后感觉有点偏执。长大才发现，宁愿被火烧死也要握住哈尔的心的女巫，又是多少痴情人的写照。今年再度在电影院重温《哈尔的移动城堡》， 爱是软肋，也是铠甲，因为有爱，我们才真正完整。
🐖,2024-05-04 19:04:34,湖北,3星,50,宫崎骏我不行。有一种编到哪儿算哪儿的感觉。画面是好的，没了。
一棵树🌲,2024-05-05 22:49:32,上海,4星,35,有些地方感觉没有交代够，关于哈尔怎么喜欢上苏菲，关于莎丽曼夫人为什么要发动战争，但是宫崎骏老师的电影还是一如既往地动人，美好！苏菲的容貌也会发生变化，当她在勇敢、自信的时候就变为了原本的样子。
奥利奥脑残粉,2022-10-23 16:03:43,广东,4星,46,前一小时五星 后一小时三星
溪棠-迷糊狐,2017-05-12 00:39:09,,4星,80,爱上的是你的美丽还是你的灵魂？一般人一开始势必都接受不了丑陋且苍老的面容，但是，美丽的灵魂却可以让皮囊的普通成为至美。最后的幸福结局，就是对心灵美的最好盖章
Kaito,2024-04-27 19:57:29,浙江,5星,43,有些经典还是要在电影院看一遍的，就像《哈尔的移动城堡》。跟电视电脑上不同的体验是，声画视听的升级，以及更多常看常新的细节，再一个是跟陌生的路人观众一起，在这个洞穴般的电影院中，做一个共同的梦，在虚拟的119分钟时间里，一起对抗外部那个流动的世界。
陈dler,2022-07-28 19:39:34,,3星,45,"飘忽不定的人物特点和捉摸不透的表达意图，徒留下饱满的想象力。面对豆瓣 TOP40,  给出三颗星，我亲手让自己成为了那百分之六。"
米多白,2024-05-09 19:07:52,北京,3星,41,远不如预期，剧情太弱了没法说服我，每个人物出现得莫名其妙，动机也毫无逻辑，虽然后期大家待在一起像是一家人，但勉强有羁绊。哈尔很帅，但胆小懦弱，女主那么勇敢那么仁爱，却是个恋爱脑，又甘愿干活收拾家。去掉好看的皮囊，他还有什么？没在花痴年代看，现在心无波澜，sigh……坚持到片尾音乐结束，最棒的就是OST圆舞曲了，还有开头的高空漫步（人生若只如初见啊
Attorita,2024-04-30 21:14:46,江西,3星,33,语焉不详的设定堆叠，但一切都是笃定的，就像苏菲能够很快安然接受被诅咒的衰老，时间的前史也会在需要时恰好来到身前，当然，作为背景的战争也自可以在轻描淡写中走向结束，而有关人物唯一有趣的衰老程度与心境的同调似乎也是一个再明确不过的暗语，这里面无关信任与否，只是我很难真正从中撷取些什么了
何许人,2024-05-02 20:54:48,浙江,4星,30,昨天和新认识的朋友一起看的。有些地方不太通，减一星，可能长大了就有点过分在意逻辑之类的东西了
左胸上的吸盘,2020-12-26 19:58:50,,2星,52,蓝光重刷。宫崎骏突然就做了个甜爱情片，战争背景，想置身事外的英俊魔法师，遭遇任性妄为的彪干型少女，有本事但爱美、易伤自尊的男主恰好就缺女主的这股彪劲儿，女主拯救男主的间隙，还捎带手完成了个以吻唤醒王子的支线任务，这故事铁定是女人编的了。女人的白日梦倒没什么，关键是剧情都不连贯了，女主变老太婆后，找哈尔是为了什么？为何去人家不说来意却死皮赖脸开始打扫卫生？女主知道那团火是哈尔性命攸关，为何要毁了移动城堡又让火焰另起炉灶？她这一组行为的逻辑和目的是什么？电影里是个魔法与真实交织的世界，少不了一些设定，但讲述者不能随意砸烂规则，主角光环凭什么压倒一切？这不尊重自己编的故事也不尊重观众。移动城堡的蒸朋造型不错，女主不曾憎恨任何人的设定也体现了女性柔和而有力的特质，开场的凌空踏步挺浪漫。美轮明宏好配音
方悄悄,2016-02-04 20:39:26,,5星,59,看了大概四五次了吧，每次都感觉还没有完全看明白。我想这就是一个梦吧，有梦的神奇转折和梦特有的不合逻辑之处，但因为是真正的梦所以迷人
美貌大王,2024-01-18 22:18:57,湖南,3星,63,苏菲到底在干什么？
思无邪,2018-01-30 11:29:23,,5星,135,看过很多遍的动画了。喜欢男主角的颜，发现自己是对比较帅的动漫人物毫无抵抗力啊😂很喜欢宫崎骏的动画，很纯粹。
琴酒,2024-05-02 18:37:44,北京,5星,34,小时候觉得最不好看的吉卜力男主角，和最难以忘怀的画面。大屏幕看还是为一些画面而屏息，雪山和花海两处实在是即使做好准备也会忍不住鼻酸的明媚、和煦和美丽，室内装饰、建筑、植物、城堡亦不令人厌倦。在战争时期仍能维持这样的丰饶和美丽，是哈尔直觉般的拒绝和自我放逐般的游荡。善恶一以贯之的游移，唯有整洁、劳动、善待他人的秩序。
夜深歌,2024-05-01 22:08:20,上海,5星,59,用城堡守护破碎的内心，用炉火点燃寂寞的夜晚，爱你的人不顾一切地向你奔来，用眼泪净化沉重的肉身，爱的世界无比轻盈。
白石春子,2018-01-12 16:39:14,,5星,26,多年前总觉得哈尔的移动城堡是最浮浅无趣的宫老电影（它和ponyo也是仅有的我看了没有到十遍的宫老作品）。而且一直忿忿姑娘们为哈尔华丽的外表及玛丽苏的设定神魂颠倒（在我心中Ashitaka地位太高）。今天突然意识到 哈尔或许才是最平凡的男孩：孩子气、任性、胆小，却又为守护的人坚强。
陶陶然,2024-05-06 19:02:06,北京,5星,40,空中散步那段华尔兹心都要化了。印象最深荒野女巫对苏菲说你恋爱了，苏菲说你是怎么知道的呢，女巫说因为你一直在叹气。哈尔的老师也说，哪有这么年轻的妈妈呢，我现在知道他的弱点了。啊啊啊
遇见彩虹🌈,2017-11-17 09:03:34,,5星,81,宫崎骏的又一经典作品，孩子很喜欢卡西法。很动人的爱情故事。
薄荷,2017-02-12 20:26:22,,5星,67,当哈尔出现的时候就被他惊艳到了，冒着泡泡的粉红少女心啊😍是的我就是简单的来花痴的
Miss Lucky,2007-01-07 19:27:37,,5星,61,时间的城
草木人,2021-09-25 13:03:29,,5星,45,苏菲，你不考虑和菜头在一起吗？
孔雀鱼,2016-12-01 14:48:24,,5星,73,宫崎骏的这部动漫是我们一个寝室围着一台电脑看得，室友从吐槽人设到花痴哈尔，总之很棒的一部动漫。从创意，色调，剧情都满满感动。
张三的fan,2024-05-01 18:35:06,山东,2星,56,莫名其妙，怎么就打仗了，怎么就停止战争了，男主变成鸟人飞来飞去也不知道在干嘛，男女主怎么又爱上了，最后女主除了小孩亲了个遍
Bork,2024-05-05 04:10:34,北京,2星,17,從十餘年前中學時初觀《千與千尋》起，對宮崎駿動畫電影就有一種印象：他總是試圖討論一些“大詞”議題，諸如資本主義勞動形態、工業化與城市化進程、環境保護、反戰和女性主義，但處理得總是十分粗疏、淺薄和草率，觀本片的印象仍然如此。記得有位影評人針對宮崎氏的新片做出過如此評價：“他賣萌的能力一流而表達思想的能力僅略高於無限空洞”。若非鼎鼎大名在前，入門的動畫作者如果按照宮崎的方式製作作品，恐怕將難逃於自不量力和眼高手低的輕蔑。誠然，動畫電影作為視聽藝術中的特殊門類，其精髓在於超脫於真人電影邊界的那部分可能性展現，而不在乎情節架構或思想表達，但，“在動畫片裡找思想無異乎緣木求魚”——不論你認同這一觀點、並以此為據為宮崎辯護，抑或你認為這是十足的以蠡測海以管窺天，宮崎駿的那些作品都是對這一觀點的較好證明。
我可是直男,2021-01-19 15:55:54,,2星,59,？？乱七八糟的说了什么？一群刷治愈的都是什么中二病
