用户名,评论时间,IP属地,评论分数,有用数量,短评内容
匣中猫,2025-01-14 18:47:06,广东,3星,2,一般般，主仆同性爱的设定结果吃到了的都还是男主，女同性恋也不是通过和男人身体交流来表达爱的吧（也算刻板印象），朴智炫亮眼的清纯恶女气质和肉体也完全被这种像是被《寄生虫》之类的名作中看起来能卖的阶级元素影响到的三人两房幸终结局淹没，对富人家庭的刻画也颇儿戏，宴会公式白人，婆婆和另外一个乐团高层的戏像综艺节目观察室，照我看还不如就真的拍成某种爽文要来得强……
hangain,2025-01-18 22:31:43,河北,3星,0,细思极恐，真是惊悚片了。虽然很讨厌秀妍，可是她真被关起来又开始担心，哪怕快进也想看她怎么从密室里逃脱。而美珠，就是真厌恶了，眉眼间一股子风骚感，不太能理解这个人物的动机，为什么甘愿当奴隶，却又想反抗，反抗了报复了，又被反噬，低眉下眼的样子，好讨厌。宋承宪，则更讨厌…真是奇怪的故事，难得主演三个都无好感。女女男女，三个人明着一起过得了。好一部让肠胃不舒服的电影。
阿尔法,2025-01-12 09:36:06,黑龙江,2星,4,女主角的脸一颗星，胸一颗星。
ibelieve,2025-01-28 01:46:27,广东,3星,0,剧作的悬念与揭晓、情色和恐怖的视听都做得很不错，就是结尾的“反杀”写崩了让人无法信服，美珠的角色也没那么立得住。两位女主都演得很不错，朴智炫太好看了，但宋承宪真的白瞎了这幅皮囊，床戏本该很有张力但就是让人看得没有感觉。
飞行员,2025-01-09 16:10:39,上海,3星,3,虽然但是，改编的有点意思，就是演技有点
线团,2024-11-24 21:59:04,福建,5星,50,宋承宪你小子有福气
超人叔叔,2025-01-12 14:26:03,浙江,3星,2,堪比人间中毒 50的宋承宪状态保持不错
我呼吸的空气,2025-01-27 23:17:46,浙江,3星,0,比原作略好一点，表演真的要么不足，要么浮夸，就女主正常点。帅哥20年演技没啥进步啊
逆风飞扬,2025-01-18 16:06:57,广东,3星,0,这个剧情居然挺完整的
臻圣,2025-01-09 09:57:04,北京,3星,4,作为《黑暗面》的翻拍版，改编手法好似耍小聪明的套改论文，珠玉在前，基本盘沿用原作的「暗室窥视与囚禁失踪」的关键性设定，刻意放大演员表演尺度，增设了两个女主间的奇情关系，亚洲人的隐晦内敛的性格更加突出、三个主要人物都很拧巴，暗室还硬扯上了和731部队的历史，看完只觉得离谱，缺少原作那种绝望感。
影君子,2025-01-16 00:44:27,北京,3星,2,韩国版的尺度大了 但是缺少了那种悬疑感和紧迫感....
VivianS,2025-01-10 05:48:39,美国,未评分,7,改编的有点奇怪，宋大叔还是不要留长发了真的好丑，曹汝贞靠着《寄生虫》拿完青龙影后以后资源还是这么差，朴智炫这个牺牲真心觉得不值，是能拿影后还是能咋地，不懂
Rex,2025-01-09 00:46:38,江苏,2星,4,“三角恋”复仇故事，女配在屋内困住女主、接近男主来复仇的设定还算有趣；剧情缓慢，节奏还行，悬疑氛围一般，更不要说结局的烂尾和降智毫无爽感可言；女配朴智炫无论自身条件还是演技、亦或是情色戏码都吊打女主，男主演技平庸也是一大败笔；整体五分
路因克三,2025-01-05 22:08:00,中国香港,5星,15,香港翻译成《破镜欲》疑似蹭隔壁讲的是一主二奴的故事 最终实现了双性恋的一夫一妻（不是）三人幸终另外女二纯纯的m啊🙏🏻祝你们幸福
荆棘,2025-01-12 07:13:13,美国,2星,2,这破剧情真的好浪费曹汝贞......
津五渡,2025-01-27 23:48:52,辽宁,3星,0,原来男主是两位女主play 的一环，情节有好多值得推敲的地方，看的版本字幕像机翻，就女主确实挺有韵味。
φ,2025-01-11 18:26:59,上海,3星,4,宋承宪十足工具人，外加女主巨大假胸，大尺度+蕾丝情节看得无语....没有了原版的细腻情感、用心铺垫
铅纸鹤,2025-01-27 14:03:04,辽宁,2星,0,拍得垃圾也就算了，能把这么好的一个本子翻拍成这样简直是暴殄天物
一粒沙白粥,2025-01-10 19:33:54,山东,3星,6,感觉双女主的感情线更胜一筹。宋承宪是在这个赛道找到了自己的新领域吗？拍了一部又一部……
些晕,2025-01-24 23:30:13,广东,3星,1,就朴智炫就已经值得我看完全片，可纯可欲，怎么会有这么美的人儿。
LADarwinci,2025-01-09 03:29:24,德国,3星,7,求韩国人放过经典悬疑电影😅
沉默的导航,2025-02-01 18:32:23,浙江,3星,0,韩国版《黑暗面》，倒也没那么黑暗。甚至结尾还有些温情呢。
WilliamOsborne,2025-01-11 23:51:29,山西,3星,0,最后还是逃不过魔爪啊
梦之安魂曲,2025-01-11 17:13:33,江苏,3星,1,原版还是蛮有名气的，而且拍得还是不错的。翻拍的马马虎虎吧，勉强算是能看。和原版比起来差挺多的。女二朴智炫是相当可以。
法外之徒,2025-01-14 00:05:59,上海,未评分,0,queerbaiting
辣手修猫,2025-01-09 16:40:50,福建,3星,1,确实是拍出了韩国特有的味道，但节奏感真的不如原版，床戏其实也是可有可无的。
ZeonGin Sou,2025-02-04 23:41:18,广东,2星,0,《黑暗面》猎奇强档。无奈翻拍之后，过于缝合，以至于剧情半道崩殂。完全浪费朴智炫。后半剧情什么鬼。
sam,2025-01-31 22:47:41,江苏,2星,0,宋承宪是只能走这种卖肉路线了吗，除了床戏其余部分演技都令人捉急。而所谓床戏又有何必要呢，根本没有拍出三人纠缠粘连的情感啊，镣铐也只是强行的病态。
不脱袜子同学,2025-01-19 21:11:26,北京,2星,0,把惊悚的悬念拿掉了，情色部分也没啥吸引力了。
Season,2025-01-09 00:19:15,福建,4星,9,大嫂太美了！！！ 但是宋承宪怎么这么尴尬啊哈哈哈哈硬凹
Stephen,2025-01-10 19:33:54,山东,3星,2,你们女同的小把戏还真是多
为什么永无止境,2025-01-22 12:16:35,黑龙江,2星,2,gl不gl，bg不bg的 想看两个女主做……
孙洗澡,2025-01-23 02:56:37,北京,3星,1,感觉编剧给写崩了 无法自圆其说
Devlali Number,2025-01-08 13:26:23,北京,5星,1,《珠拉拉复仇记之寄生虫同妻目前NTR：阴乐战场》。好啦好啦知道是翻拍的《黑暗面》，打满分实在是因为太吃朴智炫的颜了，外加一个感觉女主纯属是罪有应得，这副嘴脸想起了某个故人，连某一句台词都一模一样，真的有被恶心到。
西凉虫,2025-01-11 23:57:17,福建,2星,1,我觉得结尾有点变态，哈哈哈。
当叔叔的年龄,2025-01-11 19:57:49,河北,2星,1,连水池里的波纹都没原版演的好。
🪐丧甜治多心,2025-01-11 01:21:48,浙江,3星,1,《黑暗面》
餮饕,2025-01-16 00:20:37,天津,3星,0,les版黑暗面
居无间,2025-01-19 21:11:08,上海,2星,3,改编算是有想法，将《黑暗面》中老太太那个工具人元素做得更加合理了一些。感觉像是《寄生虫》大爆后启动的项目，整个故事的议题往“阶级”去处理了，而且拍成了《寄生虫》的反面，上流人士始终把控全局。本片差的地方倒不是没往爽片逻辑靠拢，而是在“基于视点的悬疑”这块大大弱化了。朴智炫的美和欲非常夺目。
最幸运的幸运,2025-01-23 21:29:42,北京,4星,1,故事不错，带着悬疑、狗血和爱恨。结局震惊我！到底是财富的魅力、还是爱情的魅力？！
杀手的小学同学,2025-01-15 23:53:26,河北,2星,1,前面氛围感拍的还挺好的，结尾特么的 导演你是在侮辱观众的智商？？？？？？
灾星下的男人,2025-01-12 00:46:25,湖南,3星,0,只能说女二好看。逻辑什么的，比人物还混乱。
铃清榆,2025-01-14 20:35:39,湖北,3星,2,之前女主是隐藏的面孔，到最后转换成女二是隐藏的面孔了。而男主只是富家女主在外面需要有个体面身份的棋子，最后他为了自己的体面事业也接受了非正常同居生活。可怜的女二因为是孤儿，是无名小卒，没人会注意她消失了。最终她只能沦落为女主的隐藏玩物。
kingfop,2025-02-04 22:46:06,浙江,2星,0,这改编～因为原作男主是渣男，直接将2位女主迷恋的男主变成了工具人？逃离渣男的解决方法是变百合么……
鲸鱼仔,2024-12-06 13:45:31,广东,2星,9,就挺……抽象的 宋承宪演得太差了
山中的Annie,2025-01-23 04:11:58,安徽,2星,0,宋承宪的资源呢？！怎么尽接这种戏……直接下海拍AV吧……
穗尔Sybil,2025-01-15 01:19:33,上海,4星,0,改编自《黑暗面》，至少不无聊。
源源源源源er.,2025-01-14 07:48:17,加拿大,4星,0,很喜欢结局，要不然被关在一个这样的地方真的太压抑太恐惧了。
