用户名,评论时间,IP属地,评论分数,有用数量,短评内容
WIKI魏,2025-01-03 11:13:07,北京,4星,114,奔着东北喜剧天团来看，却完全被小人物的故事、小生活的情怀打动。原来看电影和吃火锅一样，小馆子的下料更能令人惊喜和回味。电影的内核表达也令人舒适，没有打鸡血、灌鸡汤，而是强调“家”的温暖和亲人陪伴的重要。火锅店生意好坏、电影拍摄成功还是失败，都是人生常态，对于银幕外的观众而言，珍惜当下、享受身边的一切最重要。片中老爷子有句台词说的真好：“其实我们大家，最后都要接受自己的平庸”。影片没有强行上价值来升华主题，而是更贴近人心的道出生活的真相，让我们每个人都能够放平心态，学会释然。
Ber_雪碧,2025-01-03 11:10:47,北京,4星,64,笑点密、立意暖，火锅可能是最有特色的美食输出，它活色生香、包罗万象、容纳一切，和喜剧电影配适度极高。看出崔志佳编导演一体的诚意，这个标题想过无数种断句，愣是没想到“火锅？艺术？or家？”的选择题。生活琐碎里的烟火气、导演梦想带来的艺术追求，和家庭蕴含着的永恒不变的温暖，电影里都有。心火不灭，生活和理想的火锅永远沸腾。
刷鞋大王,2025-02-01 01:12:25,辽宁,3星,43,也不能说一无是处吧，宋小宝探店那段给我笑发财了。但在经济大萧条的2025年，在各个路段的个体餐饮门可罗雀黄了一批又一批的时候，这部片却拍出了你甚至还没装修好就会有凭空冒出的大把客人争先恐后往里进的假象，仿佛创业跟天上掉馅饼一样容易......这种没体验过生活就用脚写出的离谱剧本才是最大的笑点
陈囿,2025-01-30 20:40:52,北京,3星,22,主题不错的，没天分的梦想可以不坚持
大银河,2025-01-27 18:55:22,安徽,3星,11,千万不要因为这个电影就觉得餐饮好干了，餐饮圈水太深。
牛奶很忙,2024-12-27 21:50:02,山东,1星,274,笑点解析：东北人教咱们四川人做火锅
娱乐圈梗姐,2025-01-03 11:29:53,上海,5星,154,套用电影剧组模式经营火锅店，各种天马行空的创意，逗我笑到前仰后合。
Bdacjfudgndan,2025-01-16 14:44:47,甘肃,2星,22,莫名其妙的中登电影
JoeyLu陆柏宇,2025-01-10 12:24:21,江苏,2星,7,看不进去，不熟悉的演员当主角害我不知道主角到底是谁。
over,2025-01-03 15:43:00,湖北,5星,181,看完电影贼稀罕于洋，窝窝囊囊的受了那么多气，还都情绪非常稳定地搞笑，掉凳儿踩盘儿一气呵成，这就是高手！
FY7,2025-01-29 15:42:23,湖南,3星,10,这不比春晚好看吗
灺,2025-01-09 13:13:18,北京,5星,27,整部影片给人一种很流畅的感觉，没有很做作的情节，演员们也超给力，变现很自然又很搞笑，强推
公无渡河,2025-01-29 14:10:01,辽宁,3星,9,除了肖旭德柏，爱笑这批人都出来了。
黄心大西瓜,2025-01-01 15:51:25,吉林,1星,226,川渝火锅宣传片 不过边是一定要擦的黄腔是一定要开的 建议川渝人一锅底料扣导演头上去
秋奔客,2025-01-10 16:54:02,广东,2星,5,最好笑的是，近年导演们沉醉于在戏里戏外顾影自怜，到头来所谓“含辛茹苦”地在戏里对其他行业没有一点敬畏
非魚,2025-01-31 19:50:20,浙江,3星,3,虽然比告别天团多了些煽情、少了些笑料，但还是比同期其他国产电影强不少~
新大学联盟,2025-01-04 07:41:55,黑龙江,3星,9,大版网大，不过话说回来，佳佳网大拍的挺好的。
王不E,2024-12-27 20:50:05,山东,1星,185,网大就网播，真别进院线了……前半小时还能有个及格水平，中间半小时能维持两星，最后一小时直接跌破评分底线了，导演水平只够拍半小时好电影了，把后半段的梗凑凑到前半个小时，上个小品综艺应该能拿一期第一
安东,2025-01-31 21:40:57,山东,3星,1,还算好玩，比春节档那些所谓的大制作有意思。
玄长清,2025-01-03 11:11:02,浙江,4星,32,不是噱头，真正围绕着火锅展开的喜剧电影，主角李如意因为一次机缘巧合选择跨界开了一家火锅店。当火锅的辣味遇上东北人的豪爽，碰撞出了一个又一个密集的笑点，其中印象比较深刻的是，李如意和袁飞因语言习惯的差异，差点为了一个有争议的老闭灯一词闹出误会。然而，李如意却理直气壮的利用一语双关的解释安抚住了老丈人的情绪，这一段比较好笑。电影比较加分的点在于，这是一部没有强行煽情，也没有大家一起包饺子那种俗套场面的电影。导演在讲述李如意的追梦之路这部分情节时，并没有给观众灌输鸡汤强行励志。当李如意选择另一种途径实现梦想时，他所走的每一步路都是自己努力的结果。
per聆听,2025-01-12 10:48:29,四川,4星,17,喜剧观感比昨天看的《假爸爸》要好，不选火锅，不择艺术，回归家，主题聪明的升华了
咕噜咕噜water,2025-02-04 16:51:47,黑龙江,4星,12,火锅，艺术，家
迟迟,2025-01-03 20:18:54,湖南,4星,84,这次崔志佳自导自演，还拉上了乔杉、宋小宝、魏翔、艾伦等一众喜人，超值回票价。
限时清醒,2025-01-03 23:44:58,北京,1星,95,这就是女性在电影院看电影时会感觉被莫名其妙背刺的电影。btw除此之外其他情节也没什么编排，平铺直叙没有亮点。
Quester,2025-02-09 07:05:54,湖北,3星,0,这个片子比较像是《龙虾刑警》的变奏版，只不过卧底刑警搞小龙虾变成了失意导演搞火锅。中间还加了一条翁婿关系的亲情线，不过有些“夹生”，东北喜剧硬要落地四川，铁锅炖非得弄成麻辣火锅，这个味怎么都像是“搞洗浴的”。乔杉的笑点就非得落到对“大宝剑”的执着上，自己什么票房没点数还要挤兑一下“隔壁玲姐”，这格局也是属实不太大。恶搞小宝的灵堂戏，上春节档你不觉得恶心吗？竞争火锅店排名的戏，全是虚头巴脑的美女热舞，不正当竞争，装黑社会唬人，一点都没有表现如何用美食来打动人，这是在传播正能量吗？这是在表演“足尖上的美食”吗？东北喜剧的大病，就是其格调不高的问题，再加上这个水土不服的嫁接，正是应了南橘北枳这个成语。崔志佳人缘不错，能叫来这么多圈内人助演，但票房不好这人情也是不好还。
江湖遠人,2025-01-29 21:07:15,北京,3星,1,图个乐
arrcmis,2025-01-03 11:15:42,北京,4星,30,就如电影中所说，世上只有一种英雄主义，就是在认清生活的真相之后依然热爱生活。无论开火锅店还是拍电影，身边最坚定支持自己的永远是家人，电影中的主角一直是个有梦想的艺术工作者，但是，艺术不能当饭吃，他倔强地想要用生活的技能来反哺自己的创作。这个过程是个认清自我的过程，他更明白自己了，也能更热爱生活了。这才是这个电影的终极落点，有趣的是这个组成过程，火锅+艺术+家，三合一，融合的很有创意。
武侠小王子,2025-01-03 11:10:33,江苏,4星,12,开始以为是又一部硬凹火锅的“悬疑电影”，结果狠狠打脸，是真的高质量喜剧。多年喜剧的磨练让佳佳的第一部院线片显得游刃有余，喜欢文本底色里小人物们的可爱，有烟火气和人情味的群像。于洋上门挑衅那段，做足了戏中戏的准备，利用剧组的道具做了一出障眼法，西行殡葬行又把恐怖元素和喜剧元素融合在一起，喜剧效果拉满。梦想与现实的冲突消化在日常生活中的幽默和惬意，细节中屡见惊喜，笑料很好的为情节服务。或许这也和电影传达的核心立意有关，一个追逐电影梦的年轻人，最终在中年回归了爱情、家庭和生活，这何尝不是人生更好的归宿呢。
O型血,2025-02-09 22:04:40,山东,3星,0,火锅界竞争挺激烈啊，各种手段拿第一。小品、相声明星客串不少啊。老婆太好了，一直在支持老公。
龙皇,2025-01-31 23:45:17,江苏,3星,0,一部搞笑剧，我不是很喜欢机灵摆在脸上的崔。
威士川,2025-01-12 01:27:28,河南,1星,40,几乎很少这么生气的发表短评，被几条热门评论骗到影院……加上想看好久不见的焦俊艳，结果……如坐针毡的一个半小时……剧本离谱程度让我觉得这个剧组和电影里的剧组一样是草台班子，都还远不及如今科班大学生的剧本作品。男主把拍电影当作是一腔热血过家家的事吗？还能有其他工口的人员陪他一起过家家？即便是当作纯无厘头喜剧也是非常不及格，笑点俗套、很多人物台词非常扁平书面，喜剧节奏也很拖沓不利索，更像是看了部某平台短剧，白白浪费了一群精彩喜剧演员。本来大环境之下影视行业就不景气，然而这样的烂片还能有投资，只想说内地电影完蛋啦。当然，片子里形容男主拍的电影的话可以同样送给导演。
不忘,2025-01-03 11:10:39,辽宁,4星,17,没抱预期去看，结果嘎嘎一直乐到最后，这就是市场最需要的那种喜剧，接地气够下沉，电影里是夏天吃火锅，但冬天看热气腾腾，就贼有食欲。崔志佳太熟悉老哥几个了，无论戏份多少，他都能把各自的喜剧特点发挥出来，全片越往后看笑点越密，结合了很多蒙太奇的嫁接，男主戏没导出来，却用电影手法忽悠了竞品，在首次被动创业中做到了当地火锅店头部，融资融不到开店火到家，赚钱一夜之间变得easy，处理的太有意思了。
影启缘末,2025-01-04 16:55:55,浙江,3星,0,有些梗挺好的
风间隼,2025-01-13 00:22:18,北京,1星,17,焦俊艳所谓“主演”只有一头一尾出场，中间是莫名其妙的一帮东北“艺术家”在四川火锅市场大显神威的YY故事，从语言到风格都严重水土不服，看得人相当不适。
обломов,2025-02-02 13:56:40,江苏,1星,1,最可怕的就是这种开心麻花盲流片
烈焰红唇龙,2025-02-03 17:33:04,湖北,3星,0,逻辑确实不能细究，整体确实能看，网大里面算出挑的，但院线里就太弱了
鬼腳七,2025-02-02 09:08:41,四川,2星,2,2.5，有佳句无佳章，稀碎
LADarwinci,2025-01-30 20:51:24,德国,3星,1,幽默，粗糙，庸俗，有进步空间。
张兮兮,2025-01-03 11:12:30,广东,4星,19,还以为小破片，结果被狠狠打脸。有效笑点很足，崔志佳导演对于喜剧和电影的坚持确实让人感动，去年看过他自导自演的《东北告别天团》，这次基本还是原班人马，但完成度要远高于前作，男主作为一个没有艺术天赋却想坚持拍电影的设定简直让人感觉有些自嘲自黑拿自己开涮，可喜剧人不就是娱乐大众的吗，能有这股子劲儿也算精神可嘉了，期待他未来能给观众带来更多好作品。
Cranberry,2025-01-03 13:41:07,山东,5星,44,前期爆笑，后期暖心。果然有家人的陪伴和支持就没什么过不去的坎儿。
老羊,2025-01-03 11:42:39,四川,4星,8,火锅是咱大中华美食界的 “顶流” 之一，无论春夏秋冬，只要一锅热气腾腾的火锅端上桌，各种食材在红油或清汤里翻滚跳跃，瞬间就能勾起肚里的馋虫，把氛围拉满。这部电影把火锅和艺术拉上了关系，结合的非常巧妙，有搞笑，也能引人深思。我作为观众在电影院里真的是笑到肚疼，很久没看过这么好玩的喜剧电影了。电影里的很多人物都生动可爱，没有反派，喜剧效果也是拉满，本来没期待，看完之后，倒觉得意外好看，推荐！
AuraWang,2025-01-27 23:37:42,上海,未评分,8,被品味不高的男人拉来看的，男人看到一半就呼呼大睡，我反而看完了整场。有很多我没想到现在还存在的落后于时代的烂梗，封为小试牛登之作，但不带脑子看还挺乐呵的。结尾和片尾花絮让我觉得这是一部很私人的电影，不管观众爽没爽，导演拍完自己肯定是爽到了…
Constantine,2024-12-28 16:45:01,江苏,3星,2,乔杉宋小宝那些演小品的来演国产喜剧电影真的降维打击，演技实在是对其他人的吊打，这个确实没道理可讲的，但这电影的剧情也有点太尬了。好多剧情都略显拖沓，在大长脸面前演戏打人的一段我好像快进，但我没有快进按钮。老爷子面对被超越的现状时，我也没有体会到那种英雄迟暮的伤感，倒是赘婿面对自己完全不行的现实面前的破碎感，有点演出来了。就感觉吧，说太差也不至于，但这样的电影好像满分就只有三星。
巴喆,2025-02-07 16:02:08,福建,3星,0,创意可能是韩国《极限职业》的一个改装，实际上的小品段子格式，段子笑料设计的还是挺上心的。立意是选择比努力更重要，梦想照进现实，认清自己的道路。通俗化情节，笑点密集，起码能博君一粲，不错了。5.8
NJ安可,2025-01-03 11:11:06,山东,4星,11,谁能想到开年第一部电影居然让我笑翻全场，好久没有这么畅快笑过了。这是东北喜剧人组团去西南开火锅店啊，居然没有半点水土不服，南北口音掺杂在一起，戏里吃的是重庆火锅，闹腾的氛围却像东北铁锅炖，畅快火辣。喜欢在梦想的道路上发现自己擅长的赛道，失之东隅，收之桑榆，与自己和解，与生活和解，何尝不是一种洒脱，看好能成为开年黑马。
老罗Lazzaro,2025-02-05 22:37:33,广东,2星,0,喜剧小品电影，小人物的各种闹。
孔府小鱼,2025-02-03 22:47:26,河北,2星,1,原来真的是女婿和老丈人的爱情故事啊？就挺莫名其妙的也，本来是因为焦俊艳才看的，看了发现这不只是挂件式女主，这露了两面跟客串也大差不差的。崔志佳啥人啊，给本山、德云、大碗和麻花的人能拉一个群？中国喜人一锅涮是吗？
null,2025-01-29 16:02:43,广东,3星,0,还行啊，哈哈哈，很好笑。
杨小槑,2025-02-08 12:33:08,北京,1星,0,这就拿来当个有声小说听也全然不妨碍对内容的全方位接收。
Men,2025-01-03 22:29:16,河北,5星,49,爆米花电影，适合全家老少一起观看，喜剧演员的表演很精彩，包袱笑料也足，出场就给人想笑的感觉，没错还是东北大碴子味儿，太乐了，没有一顿火锅是解决不了问题的，人生就是这样的，赶紧去看吧
天天不勇敢,2025-01-04 10:05:31,加拿大,4星,2,感觉乔杉有种与生俱来的幽默感，虽然戏不多但是浑身都是戏，他刚刚出场还没说话就有人开始笑了
靳以斯,2025-01-03 11:12:35,上海,4星,9,很搞笑的电影！导演很显然在其中融入了自己的工作与生活，废柴导演追寻梦想最后回归家的主题升华得当，中间穿插了一众喜剧演员搞笑瞬间，还蛮有趣的！这部电影请了一大波东北喜剧界的演员，喜剧人群像大大增加了戏剧效果。作为一部喜剧电影，电影里的包袱已经足够密集了，能做到这点就是很不错了，非常合家欢的一部跨年档影片，适合带上家人走进电影院一起欢乐起来☺️
Pam,2025-01-29 18:37:43,浙江,未评分,2,许多年以后，那些人重新回来了
Crazytino💦,2025-02-01 10:06:31,山东,4星,5,大多数人会逐渐接受自己的平庸
捆绑↑天堂,2025-01-03 11:10:59,天津,4星,7,开怀的笑一场我觉得是每个打工人值得拥有的调节剂，没有登味儿说教，却有老毕登父子局变兄弟局，我那你当兄弟，你却泡我女儿。很多叫火锅的电影都和火锅没多大关系，难得切题一次，围绕火锅做了很多花活笑料，原来在火锅店的江湖里也是这么卷啊，哈哈！李如意梦醒之后，认清现实，开店比拍电影有搞头多了，戏外崔志佳的导演梦还在继续，第一部院线片能拍出这个水准也是这么多年靠《东北告别天团》打磨出来的。看完之后意犹未尽，用不用心做喜剧一目了然。
五色风马王灰狗,2025-01-03 11:11:01,上海,4星,6,元旦带父母看的很开心，爱笑会议室大团建，全是熟脸，每个人都有自己的梗，笑点到位不尬，观众的笑声不骗人。梦想不能当饭吃，能当饭吃的不感冒，最后发现家才是归宿和情感落点，它让人理解到生活中美好的人际关系与温暖人心的瞬间是如此珍贵，岳父女儿女婿一家人互相鼓励扶持看着就很暖心，虽然他们在日常生活中也有很多误解和冲突，但当你梦碎的时候，也只有家人心疼你，站出来支持你。
朝二一,2025-02-02 18:57:33,浙江,3星,1,比大鹏迷影点，也期待他能拍出“吉祥如意”这样的电影，还有别的喜剧片。
🤔 Spencer玄子,2025-01-29 20:25:10,湖南,5星,10,25.1.29 崔志佳导演的电影，笑点还是可以的，自嘲了自己不适合当导演，以前的爱笑会议室基本全员来了，也是对他的支持吧！
地铁里的季风,2025-02-07 22:12:31,上海,3星,1,有时候选择比努力更重要 | 喜剧部分明显比煽情部分更好一些，到了煽情的地方导演就像不会拍戏了一样。所以不幸地是这部电影的节奏是高开低走虎头蛇尾的。
东北洪常秀,2025-02-05 10:08:29,吉林,2星,0,爱笑会议室出来的演员是喜剧界的中流砥柱啊
落木Lin,2025-01-30 12:05:00,福建,3星,0,意外还可以的开年喜剧，网大出身的导演对电影节奏的把控比很多院线导演都要好，而且镜头也比较有质感。在一个电影制作班底上起了一口火锅事业，这样跨行业相嵌合的创作思路的确很容易制造笑料，把两个行业的特点互相融合也是很有意思的点。只不过导演没有再往行业根基处发掘，而单纯把行业特征用于包袱设计，有点讨巧，因为这样可以无限进行翻滚创作，内核都是不变的咸鱼追梦，把外壳更新一番照样能拍出一片。但本片造的梗还是脱离不了低俗，一些笑点的设置也低效乏味，爱笑会议室排小品可以，拍电影还是略逊色了。
書衣偵探華斯比,2025-02-03 22:13:28,吉林,4星,1,文松演的武术指导要笑死我😂😂😂感觉按照剧情发展下去，艺术家火锅店会一家一家开分店……要不来个第二部吧！😛😛😛PS：我拿你当老弟，你却想当我女婿！
南宫非攻,2025-01-29 23:16:32,湖南,4星,2,崔志佳的喜剧也算没少看了，确实有种渐入佳境的感觉了，能让我在春节期间轻松愉悦笑着看完一部喜剧，就已然成功。片中的一些强行升华虽然有些刻意和俗，但不得不说是容易上靶的，至少我是买账甚至能有一些共鸣的。最后不得不说于洋饰演的华柳，简直完全压盖宋小宝和乔杉，是真的好笑。能拍成这样，也就真不在乎内核和深度了，评星什么的，真没什么可吝啬的。
影君子,2025-02-06 00:42:06,北京,4星,0,拍的挺好 崔志佳之前导演的两部片子也都很好啊   这部叫火锅 艺术 家....牛逼
哞〰,2025-01-06 13:05:16,爱尔兰,4星,0,贾冰和宋小宝的客串让影片更加高效，两个人哪怕出现一个就够了，当两个人同时出现的时候，直接把搞笑的氛围烘托到了极点
两头烧蜡烛🌕,2025-02-06 18:11:44,四川,1星,0,元电影
sonnylonely,2025-01-03 11:44:49,上海,4星,5,作为一部喜剧，剧作完整很难得，同时集中在桥段里玩花活，用完整的一场戏来反复铺设笑点，像火锅一样上下翻滚却不腻，笑得人通体火热，尤其宋小宝探店和于洋上门叫板两场戏太有喜剧效果了，包袱一个接一个，全都响了。结尾不包饺子真的拉好感，这火锅的戏只要置景就有顾客上门，反反复复把分店开了下去，太妙了，哈哈。
罗弘霉素,2025-01-03 11:10:58,天津,4星,5,是我喜欢看的那种喜剧，能让人哈哈大笑出来，而不是皮笑肉不笑的嘴角抖动。喜欢结尾不包饺子拥抱身边人的真实，火锅和艺术都不如家。片中主角遭遇挫折时的那段经典电影台词在短短几分钟里带观众一起重温了诸多经典电影的台词和桥段，那些大家耳熟能详的励志话语组合在一起真的让人起鸡皮疙瘩，虽然我们知道现实往往残酷不如意，但就是那些励志的人和事能让我们慰藉，这也是电影的力量所在吧！
醉生梦死酒527,2025-01-31 16:42:42,河南,5星,22,过年挺逗乐的，要求那么高干嘛？好东西都能给到那么高的分，那就别玩了
慕容兔兔,2025-01-29 21:13:56,河北,2星,3,东北人的故事放在四川，多少有点水土不服。夸张但虚浮，本子有点牵强。
杜小德,2025-01-03 12:00:37,北京,4星,2,我个人所理解的，整部影片的核心立足点和想表达的，其实是：作为一个普通人，是选择去追寻虽然不太擅长，但却是自己非常热爱且不一定能有所成就的人生理想；还是向现实妥协，转向去在自己不喜欢但却相对擅长的领域深耕来养活自己和家人，这种人生抉择上的矛盾的心理，我相信这其实是很多人，包括我在内，生活在这个世界上，都要去面临和思考的问题。也是我很喜欢这部影片的更深一层的原因。
韩先生的电影,2025-01-03 21:45:52,辽宁,4星,2,2025年开年看到了一部好喜剧，好兆头！
月色归来时,2025-01-03 11:54:32,福建,4星,5,打破了“火锅”片名的PTSD，居然不错，制作上正儿八经的院线片，不是网大，崔志佳还是有创作才华的，像是完成了一篇“火锅，艺术，家”的命题作文，如何把这三样东西融合在一起，完成的真不错。刚开始以为又是俗套的导演梦剧组故事，没想到画风一转，成了火锅创业争霸赛，瞬间就变的好玩了，笑点一波接一波，超级解压放松，就是现在市场和观众最需要的那类喜剧。
WilliamOsborne,2025-02-03 08:34:43,山西,2星,0,不如好好卖火锅
井上多罗,2025-02-06 04:01:19,云南,4星,0,其实拍的还是很不错的，尤其是中间实在是太搞笑了，崔志佳可以说是拿出了毕生所学，也把自己的人脉几乎都用完了。不过，人生就是这样的，很多时候往往不是你努力就能成功的，这个片子的票房他应该很不满意，但真的没有办法，就像他电影里的那个导演一样，命里无时莫强求。当然了，剧本的一些设定逻辑还是很有问题的，而且开头也不太吸引人，最开始的一些理由也不是很能说服人，这些都是问题。开头也开的非常砂壁，哪有这么开头的
骑骆驼的小海豹,2025-02-02 12:24:02,美国,5星,9,这个水平的国产喜剧简直是连续几年的最佳啊。紧凑的剧情，搞笑的台词，不落俗套的梗，我全程笑出猪叫，反正是我的最爱！PS. 选择比努力更重要——可以立足在这种发现自我，探索自己的主题而不是强行励志就已经非常棒了。
丢了,2025-02-03 15:29:00,美国,4星,3,很好看呀。选择永远比努力重要！
大尧尧🌸,2025-01-15 21:36:19,吉林,2星,13,直给的的笑话堆积出来的电影，网大还行，影院够不上
餮饕,2025-01-30 15:12:11,天津,2星,0,真心无聊
丽地呼声,2025-01-04 21:03:13,黑龙江,5星,4,东北小品电影，剧情漏洞百出，但很搞笑，爱笑兄弟张子栋戏份太少，但这片子还是适合东北人看。结尾不好，应该让片头的那些哥们再比亮相，互相呼应，否则就是虎头蛇尾。
玉弓,2025-02-04 12:53:45,河北,2星,0,很差，笑不出来。
❦ζั͡₯㎕ζั͡✾ 尨♚尊,2025-01-30 23:30:53,黑龙江,5星,6,"开年头一次笑的肚子疼，尤其宋小宝那一段,太逗了，这电影真是从头笑到尾，可能我笑点太低了，实在是笑得肚子疼"
发条橙,2025-01-10 19:19:47,江苏,5星,10,近期看最搞笑的一部电影了，在搞笑之外还品出了生活的哲理和人情的温暖，爱了
王扭扭曲,2025-01-04 16:01:32,江西,5星,2,火锅是天赋，艺术是理想，家是支柱，崔志佳的内容输出还是那么戳我
芥末十二,2025-02-02 01:03:17,中国香港,5星,4,贼搞笑，主题也很不错。就是艾伦、张子栋和那个娘娘腔的戏份太少了！
阵雨,2025-02-09 16:26:13,辽宁,5星,0,电影名乍一看像是三流喜剧片，但出奇地不错，包袱好笑，剧情不拖沓，到结尾还感动了一下子。我觉得结尾关于理想的表达，更像是导演崔志佳在诉说自己的遭遇，从很多年前我看《欢乐喜剧人》里“大潘、佳佳”的组合时，我就觉得他是一个对喜剧有执念和想法的喜剧演员，这么些年过去了，他没有什么出色的作品，但一直在坚持做喜剧，这部电影虽然不是特别出色，但我觉得对佳佳来说是一次巨大的进步。期待他的下一部作品！
刘胖葱,2025-02-07 02:25:20,上海,5星,0,最后反转上的价值挺好。努力过承认自己不行也是对人生的肯定。第一次觉得喜剧人会拍电影了
