用户名,评论时间,IP属地,评论分数,有用数量,短评内容
水包酱,2025-01-02 18:04:05,新西兰,4星,10,The God Particle could also be called the Allah Particle because we can‘t show you any pictures of it. （吊杆收音员那段好IT狂人hhh)
正在,2025-01-18 09:19:48,上海,4星,2,有金主了，成本肉眼可见地上涨啊😂
klafhahfla,2025-01-27 04:49:30,英国,3星,2,这一季太用力太刻意了，采访中很多内容感觉只是为了怼。。
Sisyphusurper,2025-01-04 23:57:41,德国,4星,2,救命，看到came in apes直接条件反射颅内播放came a lot片段了，论cunk on系列到底在我的D&A里都植入了些什么。最佳：不能被picture的Allah粒子。对比前几个系列质量稍有下降所以四星，以及太短了！
蔦蓑姬.bot,2025-01-04 06:16:40,日本,3星,2,& completely waste of time ... but you just kept watching it
胖子曦,2025-01-28 21:06:46,浙江,3星,0,除夕夜选这部片子，虽然已经是这个系列里比较逊的一部了，但仍旧足以碾压春晚的所有语言类节目。唯一遗憾的是，第55分钟那个片段让我在我父母面前挺尴尬的。
沈精病,2025-01-17 09:04:00,浙江,4星,5,【用探索宏大宇宙的求知欲，来一本正经的讲诉人类原始的屎尿屁】主持人煞有其事的质问专家，这帮专家还认真回答了才是最好笑的23333
鯨,2025-01-04 15:52:45,云南,3星,0,没有之前的好笑
托卡苏,2025-01-22 00:20:23,云南,3星,0,儿歌还挺好听。内容有点拼凑，笑点不如之前几部自然，她还是谈论具体的人和历史会好玩很多。
托普希特,2025-01-05 00:38:02,北京,4星,1,Philomena Cunk 大智大愚
Nightwing,2025-01-16 02:19:47,天津,4星,2,丁堡大学的艺术史教授和UCL的英语教授被Cunk蹂躏得好惨。我才意识到这一系列的精髓就是当秀才遇见兵时摩擦出的尴尬之火花，科普只是幌子。我太后知后觉了。
White Bear,2025-01-06 12:23:20,辽宁,2星,3,这就是网飞，把一些好的东西拿来变成屎
安德,2025-01-04 20:39:16,四川,5星,4,“We paint our souls. ”“Why do we paint arseholes??”这次不仅黄暴还更黑了，真是个好节目啊😝😝😝
🚧Rhéane🚧,2025-01-09 19:40:11,江苏,4星,0,笑死看到评论说专家采访前会被告知把主持人当小孩来回答问题，可往往开车速度太快啦
Patrick,2025-01-18 20:45:37,北京,4星,1,不懂大家为什么都在这部影片的评论区里笑，明明这部影片在很严肃地捡拾生命屎，哦，不好意思，讲述生命屎，嗯，生命史，所以如果大家真的，抱着虚心学习的心态，去观看这部影片的话，就可以边看电影边笑了。
芒果,2025-01-08 13:59:50,辽宁,4星,1,没想到那些教授竟然是真的，想想他们一脸无奈的面对这么无厘头的问题就更好笑了
麦子麦子酱,2025-01-14 15:29:55,上海,4星,0,又浪费了好多时间去哈哈哈哈哈哈哈哈
tcv,2025-01-23 20:33:34,四川,4星,0,整个系列最差的一部
Yihan哔🍐个bi,2025-02-04 23:21:53,英国,3星,0,看的时候不禁怀疑 在我教授的眼里 我问的问题是不是就这种感觉 礼貌耐心但mmp
等待戈多,2025-01-02 21:20:08,河北,3星,0,基本上都是全程一本正经的胡说八道，屎尿屁的风格很难和一档科学节目联系起来，但是片中各种调侃还是挺有意思，从宗教到哲学，从宇宙大爆炸到文艺作品，有些问题确实是我们也想脱口而出的问题。
oozy,2025-01-16 16:22:02,广东,4星,1,第一次看，以为是正经科普，主持人一开始也是一本正经地问问题，专家一脸严肃地答问题，然后毫无防备地带偏，胡说八道地追问，哑口无言地翻白眼，而这种尴尬的反差感不断重复，也形成了影片最大的魅力，不经大脑但好像也深入思考，正常人不会问的问题以及正常人也会问的问题之间来回切入，内容涉及哲学，宗教，历史，艺术，谐音，联想，发散甚至打破第四面墙的追问，有时候很好笑。有时候我也想替无语的学者们打她，还有乱入的广告，将科普娱乐化做到极致，消解严肃，让问题更加通俗，同时也不乏哲理的思考，当然有交流才有碰撞，能消化多少知识就看个人了。7.5
老枪,2025-01-12 17:50:53,北京,5星,2,质疑是一切的开始
McFly,2025-01-18 19:04:21,天津,5星,0,文本非常接近道格拉斯·亚当斯了
thefinNga,2025-01-12 11:25:07,山东,4星,0,艺术史也请
AshtrayGem,2025-01-05 18:01:35,英国,5星,1,依旧好笑哈哈哈，好多谐音梗！Brian Cox是不是动了黑科技了...
告别悲伤,2025-01-07 10:56:02,陕西,4星,0,这姑娘又回来了
人淡如菊。无奈,2025-01-02 23:11:14,浙江,4星,0,哈哈哈哈哈！
Ecane,2025-01-13 22:47:33,江苏,3星,0,笑晕。
DollyTilly,2025-02-05 13:07:49,天津,5星,0,笑得缺氧
醉鬼盼安生,2025-01-16 11:23:28,美国,5星,0,熟悉的pump up the jam和问刁钻问题的Philomena Cunk 就万物起源 上帝等进行了非常令人窒息的思考 本季最大惊喜问: do you think i wasted ur time? I嘉宾答: uhhh yes! 希望这个系列继续更新
无名客,2025-01-16 01:29:18,河南,5星,1,1.这部的笑点明显更地狱化，除了荤段子和政治笑话以外现在还混入了神学笑话和黑人笑话，实在是毫无下限（褒义），爱看多看。2.久违地见到分章节形式的纪录片讲述，且一开始还在怀疑竟然真的要走逻辑路线吗，结果还没一半就弹广告开始让我绷不住了。3.比利时神曲Pump Up the Jam再度袭来！4.中场休息全都是在致敬打破真实虚构界限的电影，一段在致敬卡拉克斯的《安妮特》，另一段则明显在致敬《黑镜》（看到结尾发现本片和黑镜居然是同一个编剧，大吃一惊）。5.喜欢在多重宇宙中消失和厌世脸切入镜头的设定，尝试超觉静坐时被枪击是在黑林奇吗？6.和最爱的严肃纪录片主讲教授Brian Cox联动了！喜欢他的“我们都参与了大爆炸群交！”7.为什么我们的意识不能在镜子里面嘲笑我们呢？｜我该担心你吗？（8.5/10）
颜良,2025-01-20 12:38:37,吉林,4星,0,这是一个伟大的作品，这是用现代人的认知对人类过去的宗教、哲学、科学、艺术的历史的一种重新解构，它完成了加缪终身都无法实现的一种对世界、人类的荒谬性的解读，这是一种存在主义式的追问，但它又不止停留在存在主义之中，而对其进行了超越，它解构了存在主义。不仅如此，这种纪录片的形式本身就是唐吉可德式的，是对纪录片和流媒体这种形式的反讽、重构，这部划时代的影片注定成为新时代人类的《圣经》，未来必将有无数的学者、智者在其中探寻生命的意义……好吧我编不下去了，话说她为啥不能换一身衣服。
幸存者,2025-01-18 22:03:35,北京,4星,1,无论是阴谋论还是科学艺术权威，一切皆可嘲，并毫不屑于给出正确的解释，这个系列完美地展示了幽默不仅是一种娱乐，它是需要智慧和知识的，也仰赖一个多元和开放的环境。如果幽默一冒犯，权威就散架，民众就急眼，只能证明权威的虚弱，它的崇高更多是伪装和恐惧的产物。
小莫莫呀呀,2025-01-07 23:52:01,重庆,5星,0,哈哈
马上没有双下巴,2025-01-09 16:09:22,美国,5星,1,那些被问到的教授看起来真的好困惑但是又好认真在努力回答啊！
momo,2025-01-18 12:25:26,浙江,5星,0,好想这么有种地活一次。。。
福尔摩司机,2025-01-14 21:31:13,广东,4星,1,还是足够冷笑话，抱着对整个世界都是荒诞的观点去看还是很好笑。why so serious？许久不见布莱恩教授，能在片尾看到教授认真地说我们所有人都参与了宇宙大爆炸群郊真是具有很强的哲学意味。
Uncle Sam,2025-02-04 00:59:17,上海,未评分,0,哈哈哈哈
十六,2025-01-06 16:52:53,浙江,4星,1,救命，每次就喜欢看严肃科学家们的表情哈哈哈
Cardamon,2025-01-09 10:22:45,北京,4星,0,"以喜剧的形式答疑解惑the meaning of life, 教授们回答时候的表情亮了，xs"
夜之城的V,2025-02-04 11:00:13,陕西,4星,0,英国式扯淡
小小的你,2025-01-16 18:15:11,北京,3星,0,扯科学的淡，玩乱七八糟的梗。
靠点谱的猫,2025-01-17 23:01:10,北京,5星,0,大脑的主要功能就是想点啥，所以从古至今，人类沉迷思考“人类的意义”和“上帝的存在”等这种唯心问题的行为是否是一种类似自问自答，自娱自乐的活动？可以一直玩下去的那种。
好丑一头牛,2025-01-12 19:35:03,广东,4星,0,哈哈，好荒诞。
Kubrick2001,2025-01-19 21:49:22,上海,4星,0,笑鼠
布鲁粒氩,2025-01-19 20:09:55,澳大利亚,4星,0,Brian cox眼瞅着要急眼了 笑了
WalrusTuTu☮,2025-01-20 11:02:01,加拿大,2星,0,https://youtu.be/qdrbF-PhWRM
郑荆沙,2025-01-06 23:59:05,上海,2星,1,扯淡一小时胜似两小时～
RICK_小锋,2025-01-15 22:03:51,上海,3星,0,生动有趣的纪录片。用一种浅显或者说娱乐化的形式，来解答那些严肃的宏大题目。三星半
Clarice,2025-01-15 16:06:11,美国,5星,0,看之前想了半天cunk是什么意思，然后发现角色姓cunk。这何尝不是对影片探讨内容的一种照应，太奇妙了。（exactly my type of humor
杜尚·悉达多,2025-01-11 06:52:48,河北,4星,0,嘉宾真的很无助
杀手太凉,2025-01-28 15:20:42,英国,4星,0,差点笑的把午饭喷出来。
夜寻,2025-01-14 04:46:37,德国,4星,0,怎么做到这么专业这么正经地回答问题的
Robin Robinson,2025-01-06 17:40:06,吉林,5星,2,如果你对图片内容敏感请在五秒前闭上眼睛笑不活了。结尾嘟嘴的声音笑不活了。关于生命不管神学还是科学都要给你怼的无话可说。我们需要一个证明所有科学都是假的的科学
匪廢費·老🐰,2025-01-13 10:18:24,泰国,3星,0,哈哈哈哈哈真的全是梗，這些nerdy學者們哪裡是她的對手，完全在誤入歧途中大步流星。太惡搞了，脫歐到底了？！
Chuck,2025-01-31 19:06:08,浙江,4星,0,上一次看到这么戏谑的伪访谈还是在上一次，形式和内容的反传统反权威反绝对且逐步拆解所面临的危险之态度作为哲学入门指南正合适。
k,2025-01-03 02:22:58,浙江,未评分,0,非常英国。
虎跳匣,2025-01-03 16:15:24,荷兰,5星,0,新鲜出炉的一集，一如既往的爆笑
请盟主,2025-02-10 20:34:04,广东,2星,0,故意的插科打诨，无笑点。
已注销,2025-01-12 13:25:42,日本,3星,0,还是挺多有趣的发言的。
网遐,2025-01-05 21:30:25,云南,4星,0,哈哈哈哈哈
無定向喪心病狂,2025-01-20 06:13:12,德国,4星,0,She is back!!!😬😬😬 一本正经胡说八道
江玖酒,2025-01-08 16:37:54,美国,5星,0,好看爱看！
Jiiiiiiiiimy,2025-01-30 02:49:00,江苏,4星,0,想看看Paul
苏玲,2025-01-11 01:31:07,广西,4星,0,还是英国人会玩
小花虎,2025-01-09 05:05:57,法国,4星,0,一本正经的胡说八道
hanstveit,2025-01-07 21:58:50,上海,5星,0,一本正经地提光怪陆离的问题，看点还是享受专家教授们被问到尴尬问题时呈现错愕表情的快乐，希望哪天我们的学习氛围也能这么轻松愉快就好了
部分可爱🧁,2025-01-06 20:36:36,黑龙江,3星,0,脱欧之后进入天堂更难了吗？ ←莫名其妙地笑了一下
欲海奇男子,2025-01-02 21:20:16,湖北,未评分,0,有点幽默
无聊的咔叽,2025-01-11 15:02:27,陕西,5星,0,无聊的时候看英国人胡乱讲话还挺解压的
红头发的洛根丁,2025-01-31 03:01:24,黑龙江,2星,0,cunk得太刻意了点 来看Brain教授结果看到其100%绝对严肃
leonid,2025-01-06 23:12:31,北京,3星,0,游走在有点好笑和无聊尬冷之间…
逝者如斯,2025-01-30 12:37:53,中国香港,2星,0,作為小品尚可吧，比經典傳奇還是好遠的。
再也不潜水了,2025-01-03 14:51:48,江苏,5星,0,风味不减当年，这档节目应该不会被AI取代吧🦾🦿
Epicentro,2025-01-03 14:06:23,美国,3星,3,没系列的前几部好笑了有点点失望，跟专家的访谈这集也显得更像硬扯梗没前面那种《人在无语的时候真的会笑》的喜感了。
Westsun_,2025-01-16 09:40:36,美国,5星,0,我永远会被Philomena Cunk逗笑，她一出来我就想笑。
洛伦兹不变换,2025-01-19 21:14:53,浙江,3星,0,这……何尝不是另一种形式的寓教于乐呢？最有趣的点在于，嘉宾大佬们都很有幽默感，愿意出镜拍摄这些近乎扯淡的访谈，一本正经地回答那些胡说八道的问题。
舟它,2025-01-06 18:12:21,北京,3星,0,段子整体质量没有前作高。
献齐,2025-01-05 23:06:20,四川,未评分,0,20250105周日晚 让真实的专家一起扯淡真的很有趣。
十九。,2025-01-14 01:24:08,英国,未评分,0,尺度还蛮大，这集很暗黑
度,2025-01-13 15:41:06,美国,3星,1,不好笑😭
Unbeliever,2025-01-18 03:15:52,英国,1星,0,纯粹不好笑。梗也都挺老的。
tiggor,2025-01-14 22:32:35,浙江,1星,1,看一下罗伯特议事规则。有些问题扯皮还算聪明，但许多问题是找碴，一点也不好笑。主角也毫无幽默感，台词强作幽默。
